"OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC","AUDI_ACC_PRED"
"7","3",106,"미국","기타","범죄","청소년관람불가","0",1.44715803134222,2.3096301674259,"1",14063,12267.388673734
"6","2",111,"영국","기타","드라마","12세이상관람가","0",1.72427586960079,2.68394713075151,"0",13912,23037.0209552166
"7","3",120,"미국","기타","코미디","청소년관람불가","0",2.16731733474818,0,"1",13809,109150.597048008
"5","2",107,"중국","(주)팝엔터테인먼트","드라마","15세이상관람가","0",1.61278385671974,2.72916478969277,"0",13791,12593.1719590379
"5","2",95,"영국","기타","코미디","12세이상관람가","0",2.00432137378264,2.78604121024255,"0",13529,16318.5018260475
"6","2",109,"한국","기타","공포","15세이상관람가","0",1.38021124171161,0,"0",13319,8287.607803767
"11","4",102,"한국","기타","드라마","청소년관람불가","0",1.83884909073726,2.87794695162919,"0",13234,21867.524289225
"1","1",116,"미국","기타","드라마","15세이상관람가","0",1.51851393987789,2.38916608436453,"0",13130,23897.263366309
"4","2",120,"영국","(주)영화사 진진","코미디","15세이상관람가","0",1.95904139232109,2.60638136511061,"0",13035,18925.0923091133
"5","2",111,"프랑스","기타","멜로","15세이상관람가","0",1.60205999132796,0,"0",12983,10895.7083501015
"4","2",125,"미국","기타","코미디","12세이상관람가","0",1.38021124171161,2.06818586174616,"0",12831,12361.6732181019
"4","2",111,"미국","기타","드라마","전체관람가","0",1.17609125905568,0,"0",12572,10953.4338640322
"4","2",108,"미국","기타","범죄","15세이상관람가","0",1.49136169383427,0,"0",12557,21899.8224925508
"12","4",80,"기타","기타","애니메이션","전체관람가","0",1.68124123737559,2.27875360095283,"0",12542,25964.7905657353
"11","4",90,"일본","(주)영화사 진진","드라마","전체관람가","0",1.61278385671974,0,"0",12491,8362.03431632185
"3","1",130,"일본","기타","드라마","15세이상관람가","0",1.20411998265592,0,"1",12260,6719.9039326593
"10","4",108,"한국","기타","멜로","청소년관람불가","0",1.64345267648619,0,"0",12082,9425.3690771203
"11","4",76,"한국","기타","다큐멘터리","전체관람가","0",2.25527250510331,0,"0",12033,13942.3964084761
"5","2",97,"미국","기타","드라마","청소년관람불가","0",2.5705429398819,2.34635297445064,"0",12031,40557.9557240812
"1","1",100,"미국","기타","스릴러","청소년관람불가","0",1.11394335230684,0,"0",11823,2761.45526246567
"1","1",89,"미국","기타","코미디","청소년관람불가","0",2.41995574848976,0,"0",11774,21187.1933624553
"5","2",102,"프랑스","기타","드라마","15세이상관람가","0",0.954242509439325,2,"0",11743,3477.61222261403
"5","2",96,"미국","(주)박수엔터테인먼트","판타지","15세이상관람가","0",1.32221929473392,2.80617997398389,"0",11662,19561.8347317696
"10","4",107,"미국","기타","드라마","15세이상관람가","0",1,2.30535136944662,"0",11526,7076.37846199506
"6","2",95,"미국","기타","멜로","15세이상관람가","0",1.11394335230684,1.69019608002851,"0",11424,5438.18819224147
"2","1",96,"일본","기타","애니메이션","전체관람가","0",1.50514997831991,0,"0",11161,16711.2551116344
"4","2",127,"한국","(주)영화사 진진","드라마","15세이상관람가","0",1.5910646070265,0,"0",11085,8963.98825877121
"2","1",80,"덴마크","기타","애니메이션","전체관람가","0",1.54406804435028,0,"0",11061,28506.0985549913
"12","4",112,"미국","기타","공포","15세이상관람가","0",0.698970004336019,1.54406804435028,"0",11038,3728.80634940582
"1","1",65,"이탈리아","(주)팝엔터테인먼트","다큐멘터리","전체관람가","0",1.95904139232109,2.38560627359831,"0",11027,13180.1512466664
"8","3",117,"중국","기타","판타지","15세이상관람가","0",2.00860017176192,2.21218760440396,"0",10922,9890.33478364646
"10","4",86,"중국","기타","애니메이션","전체관람가","0",1.17609125905568,1.44715803134222,"0",10912,17943.1682402289
"11","4",94,"한국","기타","다큐멘터리","전체관람가","0",1.88649072517248,2.66181268553726,"0",10887,14692.2058199667
"3","1",105,"미국","기타","범죄","청소년관람불가","0",1.7160033436348,1.63346845557959,"0",10842,15027.0622878891
"2","1",98,"프랑스","기타","드라마","15세이상관람가","0",1.04139268515823,2.14301480025409,"0",10737,4795.57215203254
"8","3",97,"중국","와이드 릴리즈(주)","애니메이션","전체관람가","0",1.25527250510331,1.85125834871908,"0",10566,16418.6952736647
"12","4",75,"영국","와이드 릴리즈(주)","애니메이션","전체관람가","0",0.954242509439325,1.50514997831991,"0",10315,17782.242132506
"7","3",109,"미국","기타","드라마","12세이상관람가","0",1.23044892137827,2.09342168516224,"0",10119,14271.3496799145
"3","1",112,"일본","기타","드라마","15세이상관람가","0",1.44715803134222,2.73559889969818,"0",10103,12429.3481265009
"11","4",125,"독일","기타","드라마","15세이상관람가","0",0.477121254719662,1.60205999132796,"0",10098,3005.45865250252
"7","3",82,"대만","기타","드라마","전체관람가","0",1,0,"0",10023,6372.52759538896
"11","4",82,"미국","기타","애니메이션","전체관람가","0",1.53147891704226,0,"0",10023,29328.6408262374
"10","4",91,"기타","기타","드라마","15세이상관람가","0",1.63346845557959,0,"0",9994,4787.49082575798
"5","2",62,"인도","(주)팝엔터테인먼트","애니메이션","전체관람가","0",0.845098040014257,1.81291335664286,"0",9891,17997.2122772812
"1","1",93,"아일랜드","(주)영화사 진진","애니메이션","전체관람가","0",2.3096301674259,2.96801571399364,"0",9826,40290.0877410839
"8","3",86,"독일","기타","애니메이션","전체관람가","0",1.07918124604762,0,"0",9753,23163.4279714901
"9","3",97,"영국","기타","공포","15세이상관람가","0",2.22530928172586,2.48572142648158,"0",9736,15408.4328909148
"3","1",109,"중국","(주)박수엔터테인먼트","액션","15세이상관람가","0",0.301029995663981,0,"0",9575,4195.80888765787
"5","2",90,"중국","기타","애니메이션","전체관람가","0",1.8750612633917,2.11058971029925,"0",9544,21209.9620128616
"9","3",98,"영국","기타","공포","15세이상관람가","0",1.8750612633917,2.68124123737559,"0",9389,22007.8653497647
"3","1",97,"프랑스","기타","멜로","청소년관람불가","0",1.53147891704226,1.86332286012046,"0",9357,7250.98289064106
"10","4",80,"영국","기타","다큐멘터리","전체관람가","0",0.845098040014257,0,"0",9346,5396.39778150954
"12","4",99,"프랑스","기타","드라마","15세이상관람가","0",1.47712125471966,0,"1",9341,11557.4813500466
"3","1",95,"한국","기타","코미디","15세이상관람가","0",0.954242509439325,0,"0",9235.99999999999,3280.79908503966
"4","2",105,"미국","기타","드라마","15세이상관람가","1",0.602059991327962,2.00860017176192,"0",9233,9192.51333919903
"1","1",105,"미국","(주)팝엔터테인먼트","범죄","청소년관람불가","0",0.698970004336019,2.08635983067475,"0",9203,7120.38784606015
"3","1",123,"미국","유니버설픽쳐스인터내셔널 코리아(유)","드라마","12세이상관람가","0",1.50514997831991,2.40140054078154,"0",9121,33038.6710389128
"10","4",83,"영국","기타","액션","15세이상관람가","0",1.7160033436348,2.29666519026153,"0",9075,7376.90903716825
"9","3",119,"독일","기타","코미디","청소년관람불가","0",1,0,"0",8938,4538.44608889284
"6","2",105,"한국","기타","미스터리","청소년관람불가","0",1.63346845557959,2.53655844257153,"0",8916,7425.0029464034
"12","4",100,"프랑스","기타","드라마","12세이상관람가","0",1.11394335230684,2.25285303097989,"0",8869,5052.52269408729
"10","4",79,"프랑스","기타","멜로","청소년관람불가","0",1.43136376415899,2.54282542695918,"0",8721,8021.08376740359
"10","4",109,"프랑스","기타","드라마","15세이상관람가","1",1.6232492903979,0,"0",8677,11669.1111831375
"8","3",114,"미국","씨제이이앤엠(주)","드라마","전체관람가","0",1.60205999132796,2.37106786227174,"0",8665,26160.4556324155
"11","4",179,"영국","기타","공연","15세이상관람가","0",0.903089986991944,2.55750720190566,"0",8657,4816.31509748475
"4","2",124,"미국","(주)영화사 진진","범죄","15세이상관람가","0",1.27875360095283,2.10037054511756,"0",8614,10672.8941028964
"4","2",102,"스페인","기타","드라마","15세이상관람가","0",1,0,"0",8592,4409.31758764912
"8","3",112,"기타","기타","공포","15세이상관람가","0",2.02530586526477,0,"0",8587,17047.9159018821
"8","3",111,"스페인","기타","드라마","15세이상관람가","0",0.903089986991944,2.44090908206522,"0",8481,6224.01653836611
"1","1",113,"중국","(주)팝엔터테인먼트","액션","청소년관람불가","0",1.25527250510331,0,"0",8350,5975.17129923637
"12","4",92,"미국","기타","판타지","12세이상관람가","0",1.81291335664286,2.45484486000851,"0",8339,16226.8126579907
"8","3",87,"한국","기타","멜로","청소년관람불가","0",1.49136169383427,0,"0",8307,3842.98559548736
"10","4",98,"미국","기타","공포","12세이상관람가","0",2.00432137378264,1.9731278535997,"0",8272,13022.1583543483
"5","2",94,"한국","기타","다큐멘터리","전체관람가","0",1.47712125471966,0,"0",8253,6887.31820494246
"3","1",81,"영국","기타","애니메이션","전체관람가","0",1.83250891270624,0,"0",8171,23221.9497328013
"11","4",104,"중국","기타","멜로","15세이상관람가","0",1.96378782734556,3.0565237240791,"0",8141,15619.6081310273
"2","1",107,"일본","기타","멜로","15세이상관람가","0",1.6232492903979,2.12710479836481,"0",8134,7284.22767274848
"5","2",196,"기타","기타","드라마","15세이상관람가","0",1.66275783168157,2.34439227368511,"0",8097,10219.7654433835
"6","2",80,"독일","기타","애니메이션","전체관람가","0",0.778151250383644,1.68124123737559,"0",7930,11979.5107319312
"12","4",70,"영국","기타","코미디","15세이상관람가","0",1.17609125905568,2.14301480025409,"0",7916,4630.87932795911
"12","4",84,"미국","이십세기폭스코리아(주)","코미디","15세이상관람가","0",1.20411998265592,2.06818586174616,"0",7887,28399.0079038703
"12","4",84,"미국","기타","미스터리","15세이상관람가","0",2.05690485133647,2.73239375982297,"0",7869,20408.2486748982
"1","1",100,"영국","기타","코미디","15세이상관람가","0",1.50514997831991,0,"0",7818,8848.19231687189
"7","3",77,"호주","기타","어드벤처","전체관람가","0",1.34242268082221,2.40140054078154,"0",7728,17316.7040665307
"3","1",90,"미국","기타","드라마","청소년관람불가","0",1.91907809237607,0,"0",7667,27027.9127847894
"2","1",144,"대만","기타","드라마","청소년관람불가","0",2.42813479402879,0,"0",7640,21059.9861850351
"9","3",80,"한국","(주)영화사 진진","다큐멘터리","전체관람가","0",2.25527250510331,2.74585519517373,"0",7610,24243.8047574727
"10","4",66,"한국","기타","드라마","15세이상관람가","0",1.64345267648619,2.21218760440396,"0",7443,4266.2750223772
"12","4",84,"독일","기타","다큐멘터리","12세이상관람가","0",1.17609125905568,2.18752072083646,"0",7317,4621.9792573514
"6","2",102,"덴마크","기타","드라마","청소년관람불가","0",1,0,"0",7135,5433.82793313073
"3","1",119,"일본","기타","SF","12세이상관람가","0",2.54032947479087,2.88081359228079,"0",7098,24617.4819434853
"5","2",90,"미국","기타","다큐멘터리","15세이상관람가","0",1.27875360095283,1.95424250943932,"0",6970,6127.70170883644
"9","3",85,"한국","기타","다큐멘터리","12세이상관람가","0",1.14612803567824,2.38381536598043,"0",6957,3781.99650395719
"1","1",91,"중국","(주)팝엔터테인먼트","액션","15세이상관람가","0",2.30749603791321,0,"0",6920,14582.3096698391
"3","1",95,"한국","기타","드라마","15세이상관람가","0",1.39794000867204,2.10037054511756,"0",6912,3601.3204031931
"7","3",150,"기타","기타","액션","청소년관람불가","0",2.48429983934679,2.56820172406699,"0",6885,29188.0455299036
"1","1",89,"기타","(주)팝엔터테인먼트","드라마","12세이상관람가","0",0.954242509439325,1.90848501887865,"0",6869,7133.08447274821
"12","4",118,"미국","와이드 릴리즈(주)","범죄","청소년관람불가","0",2.37657695705651,2.35793484700045,"0",6828,64105.6476742264
"1","1",117,"일본","기타","드라마","12세이상관람가","0",1.55630250076729,2.43933269383026,"1",6788,14849.2638665086
"3","1",94,"프랑스","기타","액션","청소년관람불가","0",0.602059991327962,1.25527250510331,"0",6786,3074.73812222423
"8","3",105,"스페인","기타","드라마","청소년관람불가","0",1.23044892137827,0,"0",6717,5381.31018388085
"7","3",109,"중국","기타","액션","청소년관람불가","0",1.89209460269048,2.01703333929878,"0",6682,5060.51069279051
"5","2",103,"캐나다","기타","드라마","15세이상관람가","0",1.20411998265592,2.29225607135648,"0",6668,5694.8218991163
"12","4",109,"기타","기타","드라마","청소년관람불가","0",1.23044892137827,0,"0",6664,5114.6177036082
"6","2",63,"일본","기타","애니메이션","12세이상관람가","0",1.47712125471966,2.9670797341445,"0",6573,12901.9668111455
"12","4",118,"일본","기타","범죄","청소년관람불가","0",1.81954393554187,2.74741180788642,"1",6350,15257.2819188798
"10","4",103,"한국","기타","드라마","15세이상관람가","0",2.28555730900777,0,"0",6287,32425.9655773147
"12","4",112,"캐나다","와이드 릴리즈(주)","미스터리","청소년관람불가","0",1.66275783168157,2.33645973384853,"0",6244,9640.37300543633
"4","2",87,"일본","와이드 릴리즈(주)","애니메이션","전체관람가","0",2.02938377768521,2.63346845557959,"0",6167,20109.9203579396
"6","2",53,"일본","(주)팝엔터테인먼트","애니메이션","전체관람가","0",0.845098040014257,1.60205999132796,"0",5950,11103.842346344
"7","3",132,"일본","기타","애니메이션","12세이상관람가","0",2.71683772329952,0,"0",5916,56628.8385195858
"11","4",122,"한국","기타","공연","전체관람가","0",1.53147891704226,2.40140054078154,"0",5908,11028.1844128828
"8","3",117,"일본","기타","액션","15세이상관람가","0",1.80617997398389,0,"0",5870,9957.54990157064
"3","1",113,"한국","기타","드라마","12세이상관람가","0",1,0,"0",5851,3900.11840755663
"9","3",105,"이탈리아","기타","코미디","15세이상관람가","0",0.301029995663981,0,"0",5848,4422.52615716495
"10","4",114,"프랑스","기타","드라마","청소년관람불가","0",1,2.05307844348342,"0",5821,4523.7532755153
"4","2",98,"스페인","기타","드라마","12세이상관람가","0",1.32221929473392,0,"0",5816,5175.82523396056
"6","2",114,"미국","기타","드라마","청소년관람불가","0",0.903089986991944,0,"0",5806,6803.27440938538
"7","3",130,"일본","기타","액션","15세이상관람가","0",2.16435285578444,0,"0",5798,15140.8848657534
"9","3",113,"기타","기타","판타지","15세이상관람가","0",1.14612803567824,0,"0",5792,5325.44688318226
"3","1",67,"기타","기타","애니메이션","전체관람가","0",1.81954393554187,0.301029995663981,"0",5781,17497.0116206073
"9","3",140,"한국","기타","드라마","15세이상관람가","0",1.74036268949424,0,"0",5722,14542.2841489114
"1","1",108,"미국","기타","범죄","15세이상관람가","0",2.01703333929878,0,"0",5663,45472.0006930033
"3","1",116,"일본","기타","애니메이션","12세이상관람가","0",2.20139712432045,2.97818051693741,"0",5647,28848.2554518294
"4","2",120,"일본","와이드 릴리즈(주)","드라마","12세이상관람가","0",1.93951925261862,2.54032947479087,"0",5631,7548.89075237511
"9","3",96,"미국","기타","액션","청소년관람불가","0",1.95424250943932,0,"0",5550,17196.5676164589
"10","4",90,"미국","기타","드라마","15세이상관람가","0",1.11394335230684,0,"0",5545,6778.37450751157
"10","4",90,"미국","기타","판타지","15세이상관람가","0",1.04139268515823,0,"0",5501,6075.62568514755
"6","2",88,"한국","기타","애니메이션","전체관람가","0",0.698970004336019,1.5910646070265,"0",5473,7540.63689447304
"11","4",91,"일본","기타","애니메이션","전체관람가","0",1.39794000867204,0,"0",5438,9477.20668214341
"7","3",98,"한국","기타","다큐멘터리","전체관람가","0",1.54406804435028,0,"0",5326,5891.41380868072
"12","4",101,"미국","기타","액션","청소년관람불가","0",1.91907809237607,0,"0",5320,25484.9551910507
"5","2",76,"한국","기타","다큐멘터리","12세이상관람가","0",1.23044892137827,1.97772360528885,"0",5260,2999.7194726532
"11","4",88,"미국","와이드 릴리즈(주)","애니메이션","전체관람가","0",1,1.64345267648619,"0",5256,14389.142098287
"8","3",106,"미국","와이드 릴리즈(주)","SF","15세이상관람가","0",2.24797326636181,2.41830129131975,"0",5212,55179.544165969
"12","4",94,"한국","기타","코미디","15세이상관람가","0",1.75587485567249,2.98811284026835,"0",5163,16391.3390464333
"1","1",93,"기타","기타","드라마","청소년관람불가","0",0.602059991327962,1.47712125471966,"0",5155,4288.68375965577
"11","4",88,"한국","기타","스릴러","청소년관람불가","0",1.32221929473392,0,"0",5100,4108.1185198036
"8","3",109,"일본","기타","액션","12세이상관람가","0",2.24303804868629,3.56122067893394,"1",5097,103315.865059883
"4","2",109,"프랑스","기타","멜로","청소년관람불가","0",2.02530586526477,0,"0",5092,14658.5360693797
"1","1",90,"미국","기타","액션","청소년관람불가","0",0.301029995663981,0,"0",5078,2599.52701430179
"9","3",131,"홍콩","기타","액션","15세이상관람가","0",2.12385164096709,2.6570558528571,"0",5077,18579.8038456858
"9","3",133,"프랑스","기타","드라마","15세이상관람가","0",1.36172783601759,2.3096301674259,"0",5073,9950.63549702841
"8","3",107,"미국","기타","공포","15세이상관람가","0",1.7481880270062,0,"0",5070,52858.941228193
"9","3",91,"캐나다","기타","드라마","청소년관람불가","0",1.54406804435028,2.80413943233535,"0",5056,15162.9242022724
"11","4",99,"아일랜드","기타","미스터리","15세이상관람가","0",0.778151250383644,0,"0",5030,5364.60502006475
"11","4",113,"중국","기타","액션","청소년관람불가","0",1.50514997831991,0,"0",5022,5485.57872674215
"1","1",94,"미국","기타","코미디","청소년관람불가","0",0,0,"0",5017,3998.45112140756
"12","4",92,"스페인","기타","드라마","청소년관람불가","0",0,1.30102999566398,"0",5005,4257.37103930072
"8","3",99,"영국","기타","코미디","청소년관람불가","0",0,0,"0",4947,3956.55118584625
"6","2",79,"한국","기타","드라마","청소년관람불가","0",1.70757017609794,2.80345711564841,"0",4934,11279.6474308285
"10","4",93,"프랑스","기타","멜로","15세이상관람가","0",0.602059991327962,0,"0",4924,3038.86301676438
"11","4",96,"미국","기타","코미디","15세이상관람가","0",2.19312459835446,2.54157924394658,"0",4921,19245.5786632283
"1","1",103,"한국","기타","드라마","15세이상관람가","0",1.6232492903979,2.83442070368153,"0",4881,15249.1000907646
"5","2",111,"한국","기타","범죄","15세이상관람가","0",2.56702636615906,3.07481644064517,"0",4836,304521.340381367
"4","2",101,"일본","기타","애니메이션","전체관람가","0",1.56820172406699,2.14612803567824,"0",4812,16970.1217939905
"12","4",100,"한국","기타","다큐멘터리","전체관람가","0",0.954242509439325,0,"0",4771,3321.69474646327
"8","3",103,"미국","기타","코미디","청소년관람불가","0",2.03342375548695,2.38021124171161,"0",4692,17296.2411315881
"9","3",90,"미국","기타","범죄","청소년관람불가","0",1.81291335664286,0,"0",4641,11915.8531626395
"10","4",87,"프랑스","기타","드라마","전체관람가","0",1.17609125905568,2.35983548233989,"0",4638,6787.82729152543
"9","3",95,"미국","기타","다큐멘터리","12세이상관람가","0",0.477121254719662,0,"0",4631,3168.23629689897
"8","3",128,"기타","기타","SF","15세이상관람가","0",0.778151250383644,1.70757017609794,"0",4603,3703.47534408958
"3","1",110,"일본","기타","애니메이션","15세이상관람가","0",2.20411998265592,0,"0",4601,14652.728619028
"8","3",98,"영국","와이드 릴리즈(주)","공포","15세이상관람가","0",3.40001963506516,3.16196661636407,"0",4558,50235.9089760267
"12","4",98,"한국","기타","드라마","12세이상관람가","0",1.07918124604762,1.53147891704226,"0",4555,2968.63733538131
"3","1",121,"일본","기타","드라마","전체관람가","0",1.60205999132796,2.77085201164214,"1",4514,25064.632376323
"3","1",86,"프랑스","기타","다큐멘터리","12세이상관람가","0",0.602059991327962,0,"0",4506,3977.94342084586
"12","4",80,"한국","기타","멜로","청소년관람불가","0",0,0,"0",4490,3004.15821637765
"9","3",120,"프랑스","기타","드라마","12세이상관람가","0",0.903089986991944,0,"0",4475,5455.35497625734
"11","4",104,"미국","유니버설픽쳐스인터내셔널 코리아(유)","뮤지컬","12세이상관람가","0",1.07918124604762,0,"0",4363,13486.4034806743
"11","4",81,"일본","기타","애니메이션","전체관람가","0",0.698970004336019,1.47712125471966,"0",4341,5982.44438717616
"12","4",85,"한국","기타","다큐멘터리","전체관람가","0",1.7160033436348,0,"0",4339,5707.70428845804
"3","1",143,"프랑스","기타","드라마","청소년관람불가","0",2.13987908640124,1.97772360528885,"0",4314,15209.3111608609
"1","1",106,"기타","기타","드라마","15세이상관람가","0",1.20411998265592,0,"0",4292,5375.77194186592
"1","1",93,"한국","기타","다큐멘터리","15세이상관람가","0",0.698970004336019,0,"0",4273,3039.52636110186
"4","2",100,"한국","기타","미스터리","15세이상관람가","0",1.5910646070265,2.09691001300806,"0",4226,6803.62111722787
"11","4",128,"미국","기타","다큐멘터리","15세이상관람가","0",1.32221929473392,1.81291335664286,"0",4212,6318.24444748289
"4","2",106,"이탈리아","기타","드라마","15세이상관람가","0",1.11394335230684,2.28555730900777,"0",4162,5557.03701090526
"8","3",83,"한국","기타","미스터리","청소년관람불가","0",1.04139268515823,1.81954393554187,"0",4122,2853.53197120981
"2","1",90,"일본","기타","애니메이션","12세이상관람가","0",2.69722934275972,3.0640834359636,"1",4105,31469.80790275
"2","1",98,"한국","기타","드라마","15세이상관람가","0",1.11394335230684,2.44404479591808,"0",4087,4645.11413879192
"6","2",87,"프랑스","기타","드라마","12세이상관람가","0",0.845098040014257,2.19865708695442,"0",4005,3727.26079416277
"1","1",83,"한국","기타","범죄","청소년관람불가","0",3.25478968739721,0,"0",3996,87397.0139962398
"11","4",119,"일본","기타","드라마","12세이상관람가","0",1.25527250510331,2.41161970596323,"0",3965,5258.54113313351
"5","2",86,"미국","와이드 릴리즈(주)","멜로","청소년관람불가","0",1.41497334797082,2.3747483460101,"0",3954,11178.202159453
"1","1",88,"영국","기타","코미디","15세이상관람가","0",1.88081359228079,3.09061070782841,"0",3948,28217.7138588594
"11","4",102,"한국","기타","드라마","15세이상관람가","0",1.99122607569249,0,"0",3823,16301.2061742073
"12","4",103,"한국","기타","멜로","전체관람가","0",1.68124123737559,0,"0",3820,8283.43894841229
"10","4",95,"한국","기타","멜로","청소년관람불가","0",1.68124123737559,2.48572142648158,"0",3739,4625.02186529749
"9","3",96,"영국","(주)영화사 진진","스릴러","15세이상관람가","0",1.27875360095283,1.98227123303957,"1",3720,8379.96586831456
"6","2",94,"미국","기타","액션","15세이상관람가","0",0.845098040014257,1.30102999566398,"0",3711,2936.88434812249
"4","2",104,"미국","기타","액션","청소년관람불가","0",1.88649072517248,0,"0",3702,22423.973888132
"12","4",134,"일본","기타","코미디","12세이상관람가","0",1.14612803567824,2.05690485133647,"0",3698,5897.8065808452
"5","2",79,"미국","기타","액션","12세이상관람가","0",0.602059991327962,0.845098040014257,"0",3672,2904.07029632842
"11","4",76,"미국","와이드 릴리즈(주)","공포","청소년관람불가","0",1.93951925261862,1.79239168949825,"0",3656,10000.1845931792
"6","2",96,"미국","기타","드라마","청소년관람불가","0",1.88081359228079,2.13353890837022,"0",3639,9579.52606646598
"10","4",77,"한국","기타","다큐멘터리","15세이상관람가","0",1.53147891704226,0,"0",3631,4341.2749976253
"1","1",81,"벨기에","기타","다큐멘터리","전체관람가","0",0.778151250383644,1.79239168949825,"0",3599,7935.64809203565
"8","3",110,"한국","기타","드라마","12세이상관람가","0",1.25527250510331,1.82607480270083,"0",3591,3735.90521969191
"5","2",102,"일본","기타","애니메이션","15세이상관람가","0",1.63346845557959,0,"0",3572,4790.45598551371
"5","2",101,"중국","기타","드라마","15세이상관람가","0",1.43136376415899,0,"0",3551,6632.37932173882
"4","2",87,"한국","기타","멜로","청소년관람불가","0",0.778151250383644,1.60205999132796,"0",3534,2762.22462424344
"11","4",61,"독일","기타","애니메이션","전체관람가","0",0,1.38021124171161,"0",3524,6756.56610940731
"4","2",200,"미국","기타","뮤지컬","12세이상관람가","0",0,0,"0",3498,3546.35387471036
"4","2",63,"일본","와이드 릴리즈(주)","액션","12세이상관람가","0",1.7160033436348,2.10380372095596,"0",3488,6860.2086997389
"3","1",115,"한국","기타","드라마","15세이상관람가","0",1.23044892137827,0,"0",3402,5104.04311790871
"4","2",88,"프랑스","기타","멜로","청소년관람불가","0",0.477121254719662,0,"0",3369,3520.41786156629
"8","3",123,"러시아","기타","어드벤처","15세이상관람가","0",0.954242509439325,1.56820172406699,"0",3354,6339.82873569738
"9","3",100,"한국","기타","코미디","청소년관람불가","0",2.11394335230684,0,"0",3344,29498.7830499982
"7","3",105,"일본","기타","가족","전체관람가","0",1.04139268515823,0,"0",3260,6941.2874531378
"11","4",98,"한국","기타","드라마","15세이상관람가","0",1.95904139232109,0,"0",3192,11307.2698803525
"8","3",124,"한국","기타","드라마","15세이상관람가","0",2.25042000230889,2.67394199863409,"0",3165,343903.234769936
"4","2",92,"한국","롯데쇼핑㈜롯데엔터테인먼트","드라마","12세이상관람가","0",1.49136169383427,1.74036268949424,"0",3158,29246.8579490813
"10","4",103,"중국","기타","판타지","12세이상관람가","0",1.50514997831991,2.2148438480477,"0",3151,6557.64501161492
"12","4",154,"프랑스","기타","드라마","12세이상관람가","0",0.301029995663981,0.845098040014257,"0",3118,4239.01667481619
"3","1",91,"미국","기타","범죄","청소년관람불가","0",2.31175386105575,2.52113808370404,"0",3109,27104.7083345042
"2","1",108,"캐나다","기타","드라마","청소년관람불가","0",0.477121254719662,0,"0",3107,4272.07416264428
"10","4",84,"한국","기타","멜로","12세이상관람가","0",1.7481880270062,2.75204844781944,"0",3099,11885.3736128807
"9","3",115,"한국","기타","드라마","청소년관람불가","0",1.63346845557959,2.67851837904011,"0",3089,18501.1222391606
"12","4",82,"한국","(주)영화사 진진","다큐멘터리","전체관람가","0",1.49136169383427,0,"0",3070,5730.40365668546
"1","1",95,"스페인","와이드 릴리즈(주)","드라마","청소년관람불가","0",0.602059991327962,1.04139268515823,"0",3068,5044.40796220296
"9","3",103,"미국","기타","액션","15세이상관람가","0",0.698970004336019,1,"0",3057,3421.19481069784
"12","4",82,"일본","기타","드라마","12세이상관람가","0",0.477121254719662,0,"0",3052,4126.99380127548
"1","1",89,"일본","기타","애니메이션","전체관람가","0",0.301029995663981,2.10720996964787,"0",3050,7948.66179782754
"9","3",107,"영국","기타","미스터리","15세이상관람가","0",1.85125834871908,2.51851393987789,"0",2964,13326.9163434881
"12","4",89,"미국","기타","코미디","전체관람가","0",0.477121254719662,1.67209785793572,"0",2935,4294.34072190718
"11","4",91,"미국","(주)팝엔터테인먼트","판타지","15세이상관람가","0",1.30102999566398,2.25527250510331,"0",2910,9013.62871686814
"6","2",132,"일본","기타","드라마","15세이상관람가","0",1.25527250510331,0,"0",2881,6206.09106602058
"11","4",91,"한국","기타","드라마","12세이상관람가","0",1.73239375982297,0,"0",2800,3817.93713135452
"11","4",65,"한국","(주)영화사 진진","멜로","청소년관람불가","0",0.698970004336019,0,"0",2799,3826.88082862525
"1","1",108,"한국","기타","멜로","12세이상관람가","0",2.20139712432045,3.29578694025161,"0",2796,105037.449357789
"3","1",89,"미국","기타","드라마","청소년관람불가","0",0.845098040014257,2.34439227368511,"0",2791,5429.58463937836
"9","3",102,"한국","기타","드라마","15세이상관람가","0",1.7481880270062,2.40654018043396,"0",2737,6537.74924722646
"6","2",72,"한국","기타","멜로","청소년관람불가","0",0,1.14612803567824,"0",2729,2475.5495668715
"3","1",102,"한국","기타","드라마","청소년관람불가","0",1.41497334797082,2.42324587393681,"0",2725,4505.40725371123
"11","4",76,"한국","기타","다큐멘터리","전체관람가","0",1.04139268515823,2.08278537031645,"0",2724,2847.37692137381
"12","4",60,"일본","기타","애니메이션","전체관람가","0",0.301029995663981,1.79239168949825,"0",2719,9349.22776262718
"11","4",76,"기타","기타","어드벤처","전체관람가","0",0.477121254719662,1.07918124604762,"0",2698,6812.2224455904
"2","1",112,"한국","기타","드라마","15세이상관람가","0",1.38021124171161,2.26245108973043,"0",2640,6092.37329616513
"5","2",101,"기타","기타","드라마","15세이상관람가","0",1.11394335230684,2.41830129131975,"0",2633,5772.39144278217
"11","4",125,"일본","기타","SF","15세이상관람가","0",1.88649072517248,2.26007138798507,"1",2613,6747.0697982578
