"OPEN_MONTH","OPEN_QUARTER","SHOW_TM","NATION_NM","TOP_COMPANY_NM","PRI_GENRE_NM","WATCH_GRADE_NM","SERIES","NAVER_CMT_NN","NAVER_EX_PT","ORI_BOOK","AUDI_ACC"
"6","2",96,"프랑스","기타","코미디","12세이상관람가","0",47,202,"0",5877
"6","2",107,"미국","기타","범죄","12세이상관람가","0",9,45,"0",5874
"8","3",117,"일본","기타","액션","15세이상관람가","0",63,0,"0",5870
"3","1",129,"중국","기타","액션","청소년관람불가","0",22,71,"0",5864
"3","1",113,"한국","기타","드라마","12세이상관람가","0",9,0,"0",5851
"12","4",118,"일본","기타","드라마","12세이상관람가","0",166,366,"0",5849
"9","3",105,"이탈리아","기타","코미디","15세이상관람가","0",1,0,"0",5848
"1","1",112,"이탈리아","기타","드라마","청소년관람불가","0",37,90,"0",5839
"3","1",127,"프랑스","기타","범죄","청소년관람불가","0",260,108,"0",5828
"3","1",92,"미국","와이드 릴리즈(주)","드라마","15세이상관람가","0",17,230,"0",5821
"10","4",114,"프랑스","기타","드라마","청소년관람불가","0",9,112,"0",5821
"4","2",98,"스페인","기타","드라마","12세이상관람가","0",20,0,"0",5816
"2","1",93,"미국","기타","판타지","12세이상관람가","0",33,0,"0",5814
"6","2",109,"한국","기타","다큐멘터리","15세이상관람가","0",16,0,"0",5809
"6","2",114,"미국","기타","드라마","청소년관람불가","0",7,0,"0",5806
"7","3",130,"일본","기타","액션","15세이상관람가","0",145,0,"0",5798
"9","3",113,"기타","기타","판타지","15세이상관람가","0",13,0,"0",5792
"9","3",92,"기타","기타","드라마","12세이상관람가","0",4,34,"0",5790
"3","1",67,"기타","기타","애니메이션","전체관람가","0",65,1,"0",5781
"4","2",93,"기타","기타","드라마","15세이상관람가","0",13,225,"0",5772
"10","4",89,"한국","기타","다큐멘터리","12세이상관람가","0",24,207,"0",5758
"4","2",95,"프랑스","기타","코미디","15세이상관람가","0",7,70,"0",5756
"7","3",91,"미국","와이드 릴리즈(주)","액션","청소년관람불가","0",4,13,"0",5742
"5","2",108,"미국","기타","다큐멘터리","12세이상관람가","0",6,0,"0",5741
"10","4",100,"스페인","기타","뮤지컬","15세이상관람가","0",3,0,"0",5736
"6","2",126,"한국","롯데쇼핑㈜롯데엔터테인먼트","멜로","청소년관람불가","0",47,0,"0",5732
"9","3",90,"일본","기타","다큐멘터리","전체관람가","0",8,0,"0",5728
"9","3",140,"한국","기타","드라마","15세이상관람가","0",54,0,"0",5722
"12","4",140,"러시아","기타","드라마","청소년관람불가","0",40,0,"0",5706
"5","2",117,"프랑스","와이드 릴리즈(주)","드라마","15세이상관람가","0",23,104,"0",5667
"1","1",108,"미국","기타","범죄","15세이상관람가","0",103,0,"0",5663
"9","3",88,"미국","기타","공포","청소년관람불가","0",18,0,"0",5650
"3","1",116,"일본","기타","애니메이션","12세이상관람가","0",158,950,"0",5647
"4","2",120,"일본","와이드 릴리즈(주)","드라마","12세이상관람가","0",86,346,"0",5631
"10","4",107,"한국","기타","다큐멘터리","전체관람가","0",20,0,"0",5619
"6","2",97,"미국","기타","공포","청소년관람불가","0",316,1031,"1",5617
"2","1",95,"미국","기타","다큐멘터리","12세이상관람가","0",0,86,"0",5605
"10","4",85,"한국","기타","다큐멘터리","12세이상관람가","0",104,705,"0",5605
"9","3",90,"미국","기타","액션","청소년관람불가","0",129,0,"0",5598
"2","1",109,"중국","기타","코미디","12세이상관람가","0",1092,1436,"0",5585
"3","1",96,"한국","기타","드라마","15세이상관람가","0",37,816,"0",5579
"12","4",98,"한국","기타","다큐멘터리","전체관람가","0",5,104,"1",5567
"10","4",103,"프랑스","기타","드라마","15세이상관람가","0",113,414,"0",5563
"7","3",111,"일본","기타","애니메이션","12세이상관람가","0",84,0,"0",5561
"7","3",91,"독일","와이드 릴리즈(주)","액션","15세이상관람가","0",12,11,"0",5559
"6","2",113,"일본","기타","멜로","청소년관람불가","0",31,150,"0",5552
"9","3",96,"미국","기타","액션","청소년관람불가","0",89,0,"0",5550
"10","4",90,"미국","기타","드라마","15세이상관람가","0",12,0,"0",5545
"8","3",66,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","0",71,452,"0",5544
"12","4",68,"한국","기타","드라마","청소년관람불가","0",5,0,"0",5530
"2","1",86,"한국","기타","다큐멘터리","전체관람가","0",36,98,"0",5516
"10","4",80,"미국","기타","스릴러","15세이상관람가","0",124,0,"0",5511
"4","2",95,"일본","(주)박수엔터테인먼트","액션","전체관람가","0",25,169,"0",5510
"10","4",90,"미국","기타","판타지","15세이상관람가","0",10,0,"0",5501
"11","4",92,"한국","기타","미스터리","청소년관람불가","0",526,0,"0",5491
"1","1",100,"캐나다","기타","드라마","청소년관람불가","0",114,327,"0",5488
"9","3",85,"이탈리아","기타","액션","청소년관람불가","0",11,0,"0",5480
"6","2",88,"한국","기타","애니메이션","전체관람가","0",4,38,"0",5473
"7","3",99,"한국","기타","드라마","청소년관람불가","0",30,395,"0",5463
"10","4",78,"한국","기타","멜로","청소년관람불가","0",6,32,"0",5460
"9","3",89,"미국","기타","액션","15세이상관람가","0",39,0,"0",5452
"11","4",91,"일본","기타","애니메이션","전체관람가","0",24,0,"0",5438
"11","4",127,"일본","기타","가족","12세이상관람가","0",78,396,"0",5436
"10","4",99,"미국","기타","드라마","15세이상관람가","0",15,97,"0",5433
"9","3",95,"미국","기타","코미디","청소년관람불가","0",57,0,"0",5418
"2","1",92,"프랑스","기타","드라마","12세이상관람가","0",103,0,"0",5414
"8","3",87,"미국","기타","스릴러","청소년관람불가","0",0,0,"0",5410
"10","4",92,"미국","기타","액션","12세이상관람가","0",5,0,"0",5410
"9","3",97,"한국","(주)박수엔터테인먼트","코미디","15세이상관람가","0",71,327,"0",5401
"7","3",88,"프랑스","기타","드라마","청소년관람불가","0",101,0,"0",5399
"11","4",69,"한국","기타","멜로","청소년관람불가","0",4,0,"0",5390
"8","3",90,"중국","기타","애니메이션","전체관람가","0",16,40,"0",5382
"3","1",119,"스웨덴","기타","드라마","15세이상관람가","0",74,182,"0",5372
"4","2",96,"프랑스","기타","다큐멘터리","전체관람가","0",5,0,"0",5368
"3","1",110,"한국","기타","멜로","청소년관람불가","0",38,358,"0",5361
"12","4",124,"이탈리아","(주)영화사 진진","드라마","청소년관람불가","0",7,0,"0",5343
"12","4",113,"중국","기타","액션","15세이상관람가","0",22,0,"0",5340
"7","3",98,"한국","기타","다큐멘터리","전체관람가","0",34,0,"0",5326
"12","4",101,"미국","기타","액션","청소년관람불가","0",82,0,"0",5320
"11","4",101,"일본","기타","멜로","12세이상관람가","0",63,393,"0",5314
"9","3",109,"캐나다","기타","코미디","15세이상관람가","0",1,0,"0",5312
"10","4",100,"프랑스","기타","드라마","청소년관람불가","0",2,0,"0",5307
"5","2",84,"일본","씨제이이앤엠(주)","애니메이션","12세이상관람가","0",28,293,"0",5295
"12","4",122,"대만","기타","판타지","15세이상관람가","0",41,0,"0",5291
"11","4",115,"프랑스","기타","드라마","15세이상관람가","0",6,0,"0",5287
"10","4",102,"미국","기타","스릴러","청소년관람불가","0",117,311,"0",5287
"2","1",85,"한국","기타","드라마","12세이상관람가","0",100,0,"0",5284
"12","4",88,"한국","기타","스릴러","청소년관람불가","0",53,0,"0",5280
"11","4",91,"호주","기타","스릴러","청소년관람불가","0",49,0,"0",5279
"8","3",87,"미국","기타","스릴러","15세이상관람가","0",71,0,"0",5270
"8","3",100,"미국","기타","공포","청소년관람불가","0",28,0,"0",5262
"5","2",76,"한국","기타","다큐멘터리","12세이상관람가","0",16,94,"0",5260
"8","3",105,"프랑스","기타","코미디","청소년관람불가","0",14,228,"0",5258
"11","4",88,"미국","와이드 릴리즈(주)","애니메이션","전체관람가","0",9,43,"0",5256
"11","4",106,"스페인","기타","드라마","청소년관람불가","0",7,0,"0",5249
"5","2",105,"한국","기타","다큐멘터리","전체관람가","0",11,195,"0",5247
"12","4",81,"스페인","기타","다큐멘터리","청소년관람불가","0",4,201,"0",5246
"10","4",88,"미국","기타","SF","15세이상관람가","0",18,0,"0",5240
"5","2",104,"프랑스","기타","코미디","15세이상관람가","0",11,0,"0",5226
"10","4",118,"중국","기타","판타지","15세이상관람가","0",103,0,"0",5220
"8","3",106,"미국","와이드 릴리즈(주)","SF","15세이상관람가","0",176,261,"0",5212
"1","1",96,"스페인","기타","드라마","청소년관람불가","0",0,0,"0",5210
"4","2",91,"미국","기타","코미디","12세이상관람가","0",20,0,"0",5194
"1","1",118,"미국","이십세기폭스코리아(주)","액션","12세이상관람가","0",21,135,"0",5191
"10","4",95,"중국","기타","액션","15세이상관람가","0",1,0,"0",5190
"5","2",116,"한국","씨제이이앤엠(주)","드라마","청소년관람불가","0",77,659,"0",5187
"1","1",114,"한국","기타","범죄","15세이상관람가","0",254,1324,"0",5163
"12","4",94,"한국","기타","코미디","15세이상관람가","0",56,972,"0",5163
"7","3",95,"미국","기타","액션","청소년관람불가","0",103,0,"0",5161
"1","1",93,"기타","기타","드라마","청소년관람불가","0",3,29,"0",5155
"4","2",121,"미국","기타","드라마","15세이상관람가","0",93,0,"0",5149
"11","4",101,"캐나다","기타","드라마","청소년관람불가","0",17,0,"0",5133
"3","1",129,"미국","기타","공연","15세이상관람가","0",1,9,"0",5123
"11","4",107,"미국","(주)팝엔터테인먼트","코미디","청소년관람불가","1",92,0,"0",5115
"10","4",111,"미국","기타","범죄","청소년관람불가","0",141,0,"0",5108
"8","3",82,"홍콩","기타","애니메이션","전체관람가","0",41,0,"0",5104
"2","1",89,"일본","기타","액션","전체관람가","0",75,178,"0",5103
"2","1",89,"프랑스","기타","코미디","12세이상관람가","0",57,0,"0",5102
"11","4",88,"한국","기타","스릴러","청소년관람불가","0",20,0,"0",5100
"8","3",109,"일본","기타","액션","12세이상관람가","0",174,3640,"1",5097
"4","2",109,"프랑스","기타","멜로","청소년관람불가","0",105,0,"0",5092
"10","4",93,"홍콩","기타","코미디","청소년관람불가","0",19,0,"0",5085
"5","2",76,"영국","기타","애니메이션","전체관람가","0",34,0,"0",5085
"1","1",90,"미국","기타","액션","청소년관람불가","0",1,0,"0",5078
"9","3",131,"홍콩","기타","액션","15세이상관람가","0",132,453,"0",5077
"3","1",75,"한국","기타","가족","12세이상관람가","0",13,212,"0",5075
"9","3",133,"프랑스","기타","드라마","15세이상관람가","0",22,203,"0",5073
"8","3",107,"미국","기타","공포","15세이상관람가","0",55,0,"0",5070
"12","4",80,"한국","기타","드라마","청소년관람불가","0",10,0,"0",5067
"11","4",103,"스페인","기타","액션","청소년관람불가","0",3,0,"0",5063
"10","4",108,"러시아","기타","액션","15세이상관람가","0",117,166,"0",5058
"9","3",91,"캐나다","기타","드라마","청소년관람불가","0",34,636,"0",5056
"10","4",92,"한국","기타","스릴러","청소년관람불가","0",12,0,"0",5051
"3","1",90,"한국","기타","다큐멘터리","12세이상관람가","0",78,0,"0",5049
"1","1",89,"스페인","기타","멜로","청소년관람불가","0",0,0,"0",5044
"10","4",98,"한국","기타","드라마","청소년관람불가","0",36,156,"0",5043
"11","4",86,"러시아","기타","멜로","청소년관람불가","0",1,0,"0",5033
"11","4",151,"기타","기타","전쟁","청소년관람불가","0",0,0,"0",5032
"11","4",99,"중국","기타","액션","15세이상관람가","0",5,0,"0",5030
"11","4",99,"아일랜드","기타","미스터리","15세이상관람가","0",5,0,"0",5030
"2","1",111,"영국","기타","뮤지컬","15세이상관람가","0",83,444,"0",5029
"11","4",100,"일본","기타","코미디","12세이상관람가","1",54,1472,"0",5029
"1","1",91,"프랑스","기타","드라마","12세이상관람가","0",111,279,"0",5028
"1","1",90,"미국","기타","다큐멘터리","전체관람가","0",65,0,"0",5024
"11","4",113,"중국","기타","액션","청소년관람불가","0",31,0,"0",5022
"1","1",96,"한국","기타","멜로","청소년관람불가","0",23,0,"0",5021
"1","1",94,"미국","기타","코미디","청소년관람불가","0",0,0,"0",5017
"4","2",89,"프랑스","기타","액션","15세이상관람가","0",21,46,"0",5015
"12","4",92,"스페인","기타","드라마","청소년관람불가","0",0,19,"0",5005
"9","3",109,"한국","기타","다큐멘터리","12세이상관람가","0",8,112,"0",5002
"1","1",123,"미국","기타","드라마","15세이상관람가","0",13,0,"0",5001
"12","4",98,"한국","기타","드라마","15세이상관람가","0",23,0,"0",4991
"5","2",77,"일본","기타","애니메이션","전체관람가","0",34,176,"0",4985
"6","2",93,"한국","기타","다큐멘터리","12세이상관람가","0",222,328,"0",4980
"4","2",108,"덴마크","기타","전쟁","15세이상관람가","0",26,0,"0",4978
"6","2",91,"영국","기타","드라마","12세이상관람가","0",60,137,"0",4967
"6","2",94,"독일","기타","드라마","15세이상관람가","0",21,0,"0",4960
"3","1",98,"한국","기타","드라마","15세이상관람가","0",30,630,"0",4959
"7","3",99,"영국","기타","액션","15세이상관람가","0",110,278,"0",4958
"4","2",127,"미국","기타","드라마","12세이상관람가","0",17,258,"0",4955
"8","3",99,"영국","기타","코미디","청소년관람불가","0",0,0,"0",4947
"5","2",91,"한국","롯데쇼핑㈜롯데엔터테인먼트","다큐멘터리","전체관람가","0",14,0,"0",4946
"10","4",205,"미국","(주)영화사 진진","다큐멘터리","전체관람가","0",7,83,"0",4945
"3","1",102,"호주","와이드 릴리즈(주)","범죄","15세이상관람가","0",11,166,"0",4936
"6","2",79,"한국","기타","드라마","청소년관람불가","0",50,635,"0",4934
"10","4",93,"프랑스","기타","멜로","15세이상관람가","0",3,0,"0",4924
"7","3",98,"영국","기타","다큐멘터리","전체관람가","0",9,221,"0",4924
"5","2",82,"프랑스","기타","애니메이션","전체관람가","0",14,0,"0",4923
"11","4",96,"미국","기타","코미디","15세이상관람가","0",155,347,"0",4921
"8","3",111,"호주","기타","미스터리","청소년관람불가","0",40,362,"0",4916
"4","2",142,"중국","기타","전쟁","15세이상관람가","0",3,50,"0",4910
"1","1",103,"한국","기타","드라마","15세이상관람가","0",41,682,"0",4881
"12","4",92,"호주","기타","애니메이션","12세이상관람가","0",26,0,"0",4873
"11","4",125,"영국","기타","드라마","12세이상관람가","0",7,148,"0",4871
"7","3",120,"캐나다","기타","멜로","청소년관람불가","0",4,0,"0",4869
"11","4",107,"영국","기타","전쟁","15세이상관람가","0",30,165,"0",4861
"8","3",127,"기타","(주)영화사 진진","드라마","15세이상관람가","0",24,234,"0",4854
"7","3",109,"프랑스","기타","드라마","15세이상관람가","0",3,20,"0",4846
"1","1",120,"일본","기타","드라마","15세이상관람가","0",109,164,"0",4845
"5","2",111,"한국","기타","범죄","15세이상관람가","0",368,1187,"0",4836
"5","2",126,"일본","기타","애니메이션","15세이상관람가","0",19,0,"1",4824
"8","3",98,"한국","기타","다큐멘터리","15세이상관람가","0",12,143,"0",4819
"4","2",101,"일본","기타","애니메이션","전체관람가","0",36,139,"0",4812
"11","4",113,"미국","기타","다큐멘터리","12세이상관람가","0",30,262,"0",4804
"5","2",121,"스페인","와이드 릴리즈(주)","코미디","청소년관람불가","0",81,245,"0",4778
"12","4",100,"한국","기타","다큐멘터리","전체관람가","0",8,0,"0",4771
"7","3",86,"한국","기타","드라마","청소년관람불가","0",4,81,"0",4770
"7","3",125,"한국","기타","드라마","12세이상관람가","0",23,142,"0",4762
"8","3",92,"한국","기타","다큐멘터리","전체관람가","0",27,0,"0",4756
"4","2",101,"중국","(주)박수엔터테인먼트","액션","15세이상관람가","0",43,169,"0",4754
"1","1",88,"일본","(주)넥스트엔터테인먼트월드(NEW)","애니메이션","전체관람가","0",11,0,"0",4753
"5","2",75,"독일","기타","가족","전체관람가","0",18,0,"0",4747
"4","2",84,"프랑스","기타","스릴러","15세이상관람가","0",23,0,"1",4735
"12","4",94,"한국","기타","다큐멘터리","15세이상관람가","0",93,213,"0",4731
"10","4",87,"한국","기타","드라마","12세이상관람가","0",14,0,"0",4728
"12","4",89,"일본","기타","애니메이션","12세이상관람가","0",449,0,"0",4726
"4","2",109,"미국","(주)영화사 진진","드라마","청소년관람불가","0",53,373,"0",4726
"1","1",76,"프랑스","기타","드라마","청소년관람불가","0",16,114,"0",4721
"2","1",50,"일본","기타","애니메이션","전체관람가","0",97,364,"0",4709
"12","4",105,"한국","기타","다큐멘터리","전체관람가","0",33,0,"0",4695
"8","3",103,"미국","기타","코미디","청소년관람불가","0",107,239,"0",4692
"11","4",106,"한국","기타","드라마","전체관람가","0",15,244,"0",4687
"11","4",111,"미국","기타","전쟁","15세이상관람가","0",65,277,"0",4682
"11","4",89,"독일","와이드 릴리즈(주)","가족","전체관람가","0",21,97,"0",4682
"10","4",106,"영국","(주)영화사 진진","드라마","청소년관람불가","0",46,434,"0",4662
"7","3",101,"독일","기타","드라마","15세이상관람가","0",46,0,"0",4652
"9","3",90,"미국","기타","범죄","청소년관람불가","0",64,0,"0",4641
"10","4",87,"프랑스","기타","드라마","전체관람가","0",14,228,"0",4638
"5","2",93,"영국","기타","다큐멘터리","15세이상관람가","0",59,735,"0",4636
"9","3",95,"미국","기타","다큐멘터리","12세이상관람가","0",2,0,"0",4631
"6","2",102,"미국","와이드 릴리즈(주)","드라마","청소년관람불가","0",19,29,"0",4611
"8","3",128,"기타","기타","SF","15세이상관람가","0",5,50,"0",4603
"11","4",98,"덴마크","(주)영화사 진진","가족","15세이상관람가","0",85,465,"0",4603
"3","1",110,"일본","기타","애니메이션","15세이상관람가","0",159,0,"0",4601
"9","3",103,"덴마크","기타","다큐멘터리","15세이상관람가","0",24,202,"0",4585
"2","1",139,"프랑스","기타","뮤지컬","청소년관람불가","0",11,0,"0",4558
"8","3",98,"영국","와이드 릴리즈(주)","공포","15세이상관람가","0",2511,1451,"0",4558
"12","4",98,"한국","기타","드라마","12세이상관람가","0",11,33,"0",4555
"3","1",119,"독일","(주)박수엔터테인먼트","코미디","12세이상관람가","0",9,37,"0",4526
"5","2",99,"인도","기타","코미디","전체관람가","0",9,74,"0",4522
"3","1",121,"일본","기타","드라마","전체관람가","0",39,589,"1",4514
"8","3",180,"프랑스","(주)영화사 진진","다큐멘터리","전체관람가","0",4,286,"0",4509
"3","1",86,"프랑스","기타","다큐멘터리","12세이상관람가","0",3,0,"0",4506
"7","3",93,"미국","기타","액션","15세이상관람가","0",53,92,"0",4502
"10","4",112,"영국","기타","드라마","15세이상관람가","0",10,113,"0",4499
"12","4",80,"한국","기타","멜로","청소년관람불가","0",0,0,"0",4490
"3","1",121,"프랑스","기타","드라마","15세이상관람가","0",4,48,"0",4484
"6","2",106,"한국","기타","코미디","15세이상관람가","0",24,212,"0",4476
"9","3",120,"프랑스","기타","드라마","12세이상관람가","0",7,0,"0",4475
"11","4",100,"한국","기타","멜로","청소년관람불가","0",57,388,"0",4472
"11","4",133,"한국","기타","드라마","15세이상관람가","0",26,298,"0",4465
"3","1",91,"한국","기타","가족","12세이상관람가","0",56,189,"0",4449
"1","1",116,"일본","기타","멜로","12세이상관람가","0",173,1453,"1",4448
"5","2",90,"미국","기타","범죄","청소년관람불가","0",71,0,"0",4443
"12","4",93,"홍콩","기타","액션","15세이상관람가","0",119,0,"0",4441
"12","4",96,"한국","기타","드라마","12세이상관람가","0",35,0,"0",4438
"8","3",85,"한국","기타","애니메이션","전체관람가","0",134,0,"0",4434
"8","3",120,"일본","(주)박수엔터테인먼트","드라마","15세이상관람가","0",150,1375,"1",4392
"4","2",89,"미국","기타","액션","청소년관람불가","0",147,151,"0",4389
"6","2",130,"노르웨이","기타","드라마","15세이상관람가","0",5,167,"1",4380
"11","4",104,"미국","유니버설픽쳐스인터내셔널 코리아(유)","뮤지컬","12세이상관람가","0",11,0,"0",4363
"8","3",122,"일본","기타","드라마","15세이상관람가","0",104,0,"0",4352
"11","4",81,"일본","기타","애니메이션","전체관람가","0",4,29,"0",4341
"12","4",85,"한국","기타","다큐멘터리","전체관람가","0",51,0,"0",4339
"3","1",103,"프랑스","기타","코미디","15세이상관람가","0",8,191,"0",4339
"10","4",92,"한국","기타","다큐멘터리","전체관람가","0",6,0,"0",4315
"3","1",143,"프랑스","기타","드라마","청소년관람불가","0",137,94,"0",4314
"2","1",111,"덴마크","기타","드라마","청소년관람불가","0",25,183,"0",4308
"1","1",106,"기타","기타","드라마","15세이상관람가","0",15,0,"0",4292
"6","2",101,"스페인","기타","스릴러","15세이상관람가","0",15,324,"0",4287
"11","4",76,"일본","기타","애니메이션","전체관람가","0",16,0,"0",4277
"12","4",106,"프랑스","기타","드라마","15세이상관람가","0",81,188,"0",4273
"1","1",93,"한국","기타","다큐멘터리","15세이상관람가","0",4,0,"0",4273
"2","1",93,"중국","기타","판타지","12세이상관람가","0",321,1347,"0",4270
"12","4",96,"한국","(주)팝엔터테인먼트","드라마","청소년관람불가","0",21,123,"0",4266
"3","1",101,"영국","기타","드라마","15세이상관람가","0",45,0,"0",4262
"8","3",140,"일본","기타","SF","15세이상관람가","0",43,0,"0",4247
"3","1",115,"한국","(주)박수엔터테인먼트","드라마","청소년관람불가","0",45,381,"0",4237
"4","2",90,"프랑스","기타","코미디","12세이상관람가","0",48,0,"0",4236
"4","2",100,"한국","기타","미스터리","15세이상관람가","0",38,124,"0",4226
"4","2",98,"한국","기타","드라마","15세이상관람가","0",27,0,"0",4213
"11","4",128,"미국","기타","다큐멘터리","15세이상관람가","0",20,64,"0",4212
"9","3",113,"미국","기타","다큐멘터리","15세이상관람가","0",1,0,"0",4205
"7","3",89,"영국","기타","다큐멘터리","12세이상관람가","0",13,297,"0",4204
"8","3",98,"한국","기타","다큐멘터리","15세이상관람가","0",7,178,"0",4197
"11","4",111,"영국","기타","코미디","15세이상관람가","0",19,74,"0",4192
"5","2",94,"한국","기타","다큐멘터리","12세이상관람가","0",25,172,"0",4189
"9","3",134,"이탈리아","(주)팝엔터테인먼트","범죄","청소년관람불가","0",34,192,"0",4173
"4","2",106,"이탈리아","기타","드라마","15세이상관람가","0",12,192,"0",4162
"2","1",106,"대만","기타","멜로","청소년관람불가","0",165,0,"0",4146
"11","4",97,"미국","기타","멜로","15세이상관람가","0",21,179,"0",4126
"8","3",83,"한국","기타","미스터리","청소년관람불가","0",10,65,"0",4122
"10","4",110,"미국","기타","다큐멘터리","12세이상관람가","0",4,125,"0",4122
"11","4",89,"프랑스","기타","코미디","15세이상관람가","0",19,40,"0",4112
"1","1",91,"미국","기타","공연","전체관람가","0",21,99,"0",4110
"2","1",90,"일본","기타","애니메이션","12세이상관람가","0",497,1158,"1",4105
"6","2",119,"호주","기타","드라마","청소년관람불가","0",12,0,"0",4101
"3","1",100,"일본","기타","드라마","12세이상관람가","0",28,0,"0",4097
"1","1",101,"캐나다","기타","드라마","12세이상관람가","0",5,0,"0",4095
"9","3",121,"영국","(주)영화사 진진","어드벤처","15세이상관람가","0",2,47,"0",4093
"8","3",88,"프랑스","기타","애니메이션","전체관람가","0",39,695,"1",4093
"2","1",98,"한국","기타","드라마","15세이상관람가","0",12,277,"0",4087
"12","4",70,"한국","기타","공연","전체관람가","0",139,0,"0",4085
"1","1",95,"미국","(주)영화사 진진","다큐멘터리","전체관람가","0",14,235,"0",4083
"5","2",76,"이탈리아","기타","드라마","12세이상관람가","0",163,0,"0",4083
"4","2",79,"한국","기타","다큐멘터리","전체관람가","0",28,190,"1",4074
"11","4",98,"미국","기타","범죄","15세이상관람가","0",135,0,"0",4068
"8","3",86,"프랑스","기타","드라마","청소년관람불가","0",15,119,"0",4062
"1","1",107,"미국","기타","드라마","15세이상관람가","0",426,0,"0",4060
"6","2",102,"독일","(주)영화사 진진","드라마","청소년관람불가","0",29,245,"0",4040
"4","2",105,"미국","이십세기폭스코리아(주)","드라마","15세이상관람가","0",29,0,"1",4038
"3","1",90,"미국","기타","액션","15세이상관람가","0",1,0,"0",4032
"10","4",87,"미국","와이드 릴리즈(주)","드라마","15세이상관람가","0",3,4,"0",4030
"4","2",79,"한국","기타","드라마","청소년관람불가","0",16,0,"0",4029
"7","3",99,"한국","기타","다큐멘터리","15세이상관람가","0",61,321,"0",4028
"10","4",99,"미국","(주)팝엔터테인먼트","스릴러","청소년관람불가","0",302,498,"0",4024
"10","4",78,"스페인","기타","공포","청소년관람불가","0",0,0,"0",4006
"6","2",87,"프랑스","기타","드라마","12세이상관람가","0",6,157,"0",4005
"1","1",83,"한국","기타","범죄","청소년관람불가","0",1797,0,"0",3996
"2","1",88,"호주","기타","공포","청소년관람불가","0",73,224,"0",3995
"5","2",114,"프랑스","기타","멜로","12세이상관람가","0",8,256,"1",3992
"4","2",88,"한국","기타","다큐멘터리","12세이상관람가","0",32,163,"0",3982
"11","4",119,"일본","기타","드라마","12세이상관람가","0",17,257,"0",3965
"9","3",91,"한국","기타","다큐멘터리","전체관람가","0",12,291,"0",3957
"12","4",104,"한국","씨제이이앤엠(주)","멜로","12세이상관람가","0",161,0,"0",3956
"5","2",86,"미국","와이드 릴리즈(주)","멜로","청소년관람불가","0",25,236,"0",3954
"1","1",88,"영국","기타","코미디","15세이상관람가","0",75,1231,"0",3948
"6","2",96,"기타","기타","드라마","12세이상관람가","0",8,72,"0",3926
"2","1",92,"일본","기타","애니메이션","전체관람가","0",77,0,"0",3906
"8","3",106,"일본","와이드 릴리즈(주)","애니메이션","15세이상관람가","0",89,1143,"0",3902
"9","3",128,"한국","유니버설픽쳐스인터내셔널 코리아(유)","뮤지컬","전체관람가","0",32,153,"0",3892
"9","3",98,"미국","기타","드라마","12세이상관람가","0",75,322,"1",3891
"5","2",97,"기타","기타","드라마","전체관람가","0",0,0,"0",3889
"1","1",77,"한국","기타","애니메이션","12세이상관람가","0",190,650,"0",3881
"4","2",127,"일본","(주)영화사 진진","드라마","12세이상관람가","0",2,0,"0",3868
"12","4",69,"한국","기타","다큐멘터리","전체관람가","0",14,153,"0",3860
"4","2",119,"프랑스","기타","멜로","15세이상관람가","0",2,100,"0",3860
"1","1",104,"미국","기타","액션","15세이상관람가","0",118,0,"0",3852
"5","2",134,"캐나다","기타","드라마","12세이상관람가","0",127,309,"0",3849
"2","1",98,"미국","기타","코미디","15세이상관람가","0",9,75,"0",3849
"1","1",87,"미국","기타","코미디","청소년관람불가","0",31,116,"0",3844
"8","3",116,"미국","기타","드라마","15세이상관람가","0",10,0,"0",3841
"8","3",111,"중국","기타","드라마","청소년관람불가","0",66,89,"0",3834
"4","2",65,"한국","기타","다큐멘터리","12세이상관람가","0",79,589,"0",3833
"1","1",87,"기타","기타","드라마","15세이상관람가","0",39,0,"0",3833
"5","2",165,"한국","기타","드라마","청소년관람불가","0",21,194,"0",3829
"3","1",85,"한국","기타","다큐멘터리","12세이상관람가","0",9,0,"0",3824
"11","4",102,"한국","기타","드라마","15세이상관람가","0",97,0,"0",3823
"3","1",102,"한국","기타","다큐멘터리","전체관람가","0",20,286,"0",3822
"12","4",103,"한국","기타","멜로","전체관람가","0",47,0,"0",3820
"7","3",102,"한국","기타","드라마","15세이상관람가","0",23,347,"0",3816
"5","2",101,"한국","기타","다큐멘터리","전체관람가","0",5,0,"0",3810
"8","3",107,"미국","기타","드라마","15세이상관람가","0",4,0,"0",3794
"12","4",100,"프랑스","기타","드라마","청소년관람불가","0",17,0,"0",3788
"3","1",109,"일본","(주)박수엔터테인먼트","멜로","12세이상관람가","0",64,234,"1",3781
"3","1",89,"한국","(주)박수엔터테인먼트","멜로","청소년관람불가","0",134,743,"0",3772
"8","3",94,"한국","기타","멜로","청소년관람불가","0",3,100,"0",3765
"10","4",129,"이탈리아","기타","드라마","청소년관람불가","0",26,144,"1",3753
"10","4",95,"한국","기타","멜로","청소년관람불가","0",47,305,"0",3739
"1","1",109,"중국","기타","액션","15세이상관람가","0",60,470,"0",3738
"7","3",208,"미국","기타","다큐멘터리","12세이상관람가","0",11,0,"0",3737
"4","2",101,"한국","기타","다큐멘터리","12세이상관람가","0",2,0,"0",3730
