TOP_DIRECTOR,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,TOP_ACTOR,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
연상호,11,4,47,100,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,청소년관람불가,기타,0,141,0,1,22070
기타,10,4,40,93,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,204,1931,0,22025
기타,7,3,29,115,프랑스,기타,드라마,15세이상관람가,기타,,43,0,0,22006
기타,6,2,25,110,미국,기타,드라마,12세이상관람가,기타,,8,301,0,21978
기타,2,1,6,75,한국,(주)제이앤씨미디어그룹,애니메이션,전체관람가,기타,0,20,133,0,21947
기타,7,3,29,90,러시아,기타,애니메이션,전체관람가,기타,,5,31,0,21889
기타,1,1,4,101,미국,기타,드라마,15세이상관람가,기타,0,44,438,0,21884
기타,3,1,12,125,일본,기타,가족,12세이상관람가,기타,0,89,356,0,21797
기타,3,1,11,87,프랑스,기타,애니메이션,전체관람가,기타,,17,54,0,21713
기타,5,2,20,101,기타,씨제이이앤엠(주),액션,청소년관람불가,기타,1,67,0,0,21705
기타,4,2,17,110,미국,판씨네마(주),미스터리,15세이상관람가,기타,,85,322,1,21692
기타,3,1,10,108,한국,기타,드라마,12세이상관람가,기타,0,625,11575,0,21687
기타,12,4,49,109,홍콩,기타,드라마,15세이상관람가,기타,,478,979,1,21659
기타,5,2,22,137,미국,(주)넥스트엔터테인먼트월드(NEW),스릴러,청소년관람불가,톰 하디,,80,434,1,21604
기타,11,4,44,111,한국,기타,드라마,12세이상관람가,기타,0,68,1072,0,21599
기타,11,4,48,180,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,전체관람가,기타,,41,422,0,21571
기타,4,2,16,96,한국,기타,다큐멘터리,전체관람가,기타,0,11,65,0,21506
기타,3,1,13,90,일본,기타,애니메이션,전체관람가,기타,,41,85,0,21424
기타,3,1,13,88,덴마크,기타,스릴러,12세이상관람가,기타,,44,75,0,21405
기타,8,3,32,82,프랑스,기타,다큐멘터리,전체관람가,기타,,143,504,0,21318
기타,6,2,26,105,프랑스,기타,드라마,청소년관람불가,기타,0,20,577,0,21280
기타,9,3,37,113,한국,CGV아트하우스,드라마,15세이상관람가,기타,0,24,162,0,21243
기타,10,4,41,90,일본,기타,애니메이션,전체관람가,기타,,34,199,0,21153
기타,3,1,11,104,일본,기타,멜로,12세이상관람가,기타,,14,141,1,21132
기타,8,3,34,119,미국,판씨네마(주),드라마,15세이상관람가,기타,,15,80,0,21094
기타,8,3,31,140,미국,기타,범죄,청소년관람불가,기타,,37,0,0,21088
기타,12,4,49,118,러시아,기타,액션,12세이상관람가,기타,0,41,757,0,21071
기타,10,4,40,75,중국,기타,애니메이션,전체관람가,기타,,46,115,0,21053
기타,5,2,20,77,영국,기타,애니메이션,전체관람가,기타,,11,32,0,20979
기타,4,2,16,90,스페인,기타,스릴러,15세이상관람가,기타,,57,485,0,20961
기타,2,1,7,77,프랑스,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,0,51,0,0,20811
기타,12,4,49,119,한국,기타,다큐멘터리,12세이상관람가,기타,0,1867,11088,0,20803
기타,3,1,12,100,미국,기타,멜로,15세이상관람가,기타,0,117,0,0,20796
기타,11,4,44,121,미국,기타,드라마,15세이상관람가,기타,,24,0,0,20702
기타,10,4,42,109,미국,기타,드라마,12세이상관람가,기타,,6,133,0,20631
기타,3,1,10,88,기타,기타,애니메이션,전체관람가,기타,,17,40,0,20513
기타,2,1,9,138,미국,씨제이이앤엠(주),드라마,청소년관람불가,기타,,298,0,0,20491
기타,1,1,4,114,미국,판씨네마(주),드라마,12세이상관람가,기타,0,57,506,0,20448
기타,7,3,29,113,프랑스,기타,멜로,12세이상관람가,기타,0,41,345,0,20437
기타,9,3,35,95,영국,기타,액션,청소년관람불가,기타,,20,0,0,20427
기타,12,4,52,137,덴마크,기타,멜로,청소년관람불가,기타,,114,0,0,20258
기타,7,3,28,108,독일,기타,코미디,15세이상관람가,기타,,15,9,0,20195
기타,8,3,32,83,한국,메가박스중앙(주)플러스엠,애니메이션,전체관람가,기타,,27,103,0,20175
기타,1,1,1,90,미국,기타,공포,청소년관람불가,기타,,121,0,0,20116
기타,9,3,36,75,한국,기타,다큐멘터리,12세이상관람가,기타,0,6689,0,0,20085
기타,11,4,47,116,한국,기타,드라마,12세이상관람가,기타,0,144,0,0,20063
기타,7,3,30,91,프랑스,기타,코미디,청소년관람불가,기타,0,11,503,0,20056
기타,3,1,9,117,한국,필라멘트픽쳐스,드라마,15세이상관람가,기타,0,38,0,0,20041
기타,10,4,41,106,영국,기타,다큐멘터리,전체관람가,기타,,2,0,0,20017
기타,4,2,15,86,미국,기타,애니메이션,전체관람가,기타,0,168,947,0,19986
기타,11,4,46,121,미국,이십세기폭스코리아(주),코미디,15세이상관람가,엠마 스톤,,118,424,0,19952
기타,10,4,42,92,미국,씨너스엔터테인먼트(주),드라마,청소년관람불가,기타,0,149,0,0,19933
기타,9,3,38,106,한국,기타,다큐멘터리,12세이상관람가,기타,0,261,332,0,19919
기타,8,3,33,80,프랑스,판씨네마(주),드라마,15세이상관람가,기타,,7,0,0,19917
기타,8,3,33,102,미국,기타,드라마,15세이상관람가,기타,0,113,0,0,19897
기타,8,3,34,95,일본,기타,공포,15세이상관람가,기타,0,24,43,0,19846
기타,10,4,44,131,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,기타,,54,0,0,19716
기타,2,1,8,112,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15세이상관람가,기타,,5,0,0,19623
기타,10,4,41,57,일본,기타,액션,전체관람가,기타,,13,229,0,19598
기타,10,4,42,111,캐나다,기타,드라마,15세이상관람가,기타,0,85,1302,0,19596
기타,9,3,36,90,한국,기타,코미디,15세이상관람가,기타,0,16,0,0,19569
알폰소 쿠아론,9,3,38,109,영국,기타,SF,15세이상관람가,기타,0,1011,619,1,19548
기타,8,3,34,76,러시아,기타,애니메이션,전체관람가,기타,,18,30,0,19508
기타,11,4,45,115,미국,기타,드라마,청소년관람불가,기타,,448,0,0,19460
기타,1,1,3,80,한국,기타,다큐멘터리,12세이상관람가,기타,0,73,726,0,19459
기타,12,4,50,75,러시아,기타,애니메이션,전체관람가,기타,,7,68,0,19445
기타,12,4,50,113,프랑스,기타,드라마,15세이상관람가,기타,,34,179,0,19426
기타,10,4,42,107,영국,기타,드라마,12세이상관람가,기타,,124,369,1,19423
기타,4,2,16,100,영국,기타,액션,15세이상관람가,기타,,118,0,0,19415
기타,9,3,39,119,일본,기타,드라마,15세이상관람가,기타,0,59,742,1,19412
기타,3,1,13,102,한국,기타,범죄,청소년관람불가,기타,0,64,1247,0,19405
기타,2,1,9,99,영국,(주)싸이더스,드라마,15세이상관람가,기타,0,46,0,0,19387
기타,6,2,23,108,영국,기타,코미디,15세이상관람가,기타,,18,228,0,19376
기타,8,3,34,125,미국,기타,드라마,15세이상관람가,기타,0,24,331,0,19315
기타,7,3,29,94,미국,기타,범죄,청소년관람불가,기타,0,62,378,0,19287
기타,9,3,37,57,중국,기타,애니메이션,전체관람가,기타,,68,99,0,19267
이승준,3,1,12,87,한국,기타,다큐멘터리,전체관람가,기타,0,11,0,0,19252
기타,1,1,1,128,러시아,기타,드라마,15세이상관람가,기타,0,10,89,0,19221
기타,11,4,45,129,아르헨티나,기타,드라마,15세이상관람가,기타,,17,0,0,19214
기타,10,4,41,91,미국,기타,SF,전체관람가,기타,0,60,450,0,19142
기타,11,4,45,109,한국,씨제이이앤엠(주),멜로,청소년관람불가,기타,0,,,,18996
기타,1,1,3,120,이탈리아,기타,멜로,청소년관람불가,기타,,102,0,0,18966
기타,1,1,5,96,일본,기타,애니메이션,전체관람가,기타,,114,0,0,18940
기타,12,4,50,107,프랑스,기타,코미디,12세이상관람가,기타,0,93,908,0,18919
기타,4,2,16,133,일본,기타,드라마,청소년관람불가,기타,,60,0,1,18872
기타,5,2,18,60,영국,기타,애니메이션,전체관람가,기타,,48,0,0,18845
기타,11,4,45,86,한국,CGV아트하우스,다큐멘터리,전체관람가,김남길,0,35,571,0,18804
기타,3,1,10,104,스페인,기타,드라마,12세이상관람가,기타,0,32,481,0,18799
연상호,11,4,44,96,한국,기타,애니메이션,청소년관람불가,기타,0,38,0,0,18769
기타,3,1,10,94,미국,기타,액션,15세이상관람가,기타,0,56,153,0,18740
기타,11,4,46,100,미국,판씨네마(주),액션,청소년관람불가,기타,0,21,0,0,18715
기타,12,4,51,168,캐나다,기타,멜로,15세이상관람가,기타,0,43,0,0,18705
기타,5,2,22,71,중국,기타,애니메이션,전체관람가,기타,,69,69,0,18509
기타,11,4,45,105,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15세이상관람가,기타,0,8,0,0,18489
기타,3,1,9,87,한국,기타,스릴러,15세이상관람가,기타,0,550,3868,0,18485
기타,7,3,27,91,한국,기타,드라마,청소년관람불가,기타,0,121,667,0,18440
기타,10,4,42,91,캐나다,기타,다큐멘터리,12세이상관람가,기타,0,40,876,0,18367
기타,9,3,36,120,미국,판씨네마(주),다큐멘터리,15세이상관람가,기타,0,92,416,0,18342
기타,7,3,28,78,기타,기타,애니메이션,전체관람가,기타,,3,47,0,18310
기타,8,3,33,76,핀란드,기타,애니메이션,전체관람가,기타,,95,894,0,18254
기타,12,4,49,109,한국,기타,다큐멘터리,전체관람가,기타,0,64,335,0,18252
기타,12,4,50,104,한국,기타,다큐멘터리,12세이상관람가,기타,0,56,1064,0,18248
기타,11,4,44,83,중국,기타,액션,전체관람가,기타,,218,580,0,18247
기타,10,4,42,98,미국,기타,액션,12세이상관람가,기타,,14,76,0,18219
기타,12,4,49,130,일본,기타,액션,12세이상관람가,기타,1,145,2103,0,18172
기타,10,4,43,78,미국,기타,애니메이션,전체관람가,기타,,38,66,0,18169
기타,2,1,9,81,캐나다,기타,애니메이션,전체관람가,기타,,28,0,0,18157
기타,9,3,37,86,한국,기타,다큐멘터리,전체관람가,기타,,26,0,0,18113
기타,4,2,18,83,미국,기타,다큐멘터리,전체관람가,기타,0,10,329,0,18061
기타,10,4,42,106,스페인,기타,스릴러,15세이상관람가,엠마 왓슨,0,69,1012,0,18057
기타,1,1,2,92,미국,기타,액션,15세이상관람가,기타,,232,667,0,18042
브래드 페이튼,5,2,21,86,미국,판씨네마(주),스릴러,15세이상관람가,기타,0,48,397,0,18028
기타,7,3,27,93,미국,기타,코미디,12세이상관람가,기타,,55,0,1,18023
기타,10,4,44,74,중국,기타,애니메이션,전체관람가,기타,,14,40,0,18022
기타,2,1,8,90,프랑스,기타,애니메이션,전체관람가,기타,,123,245,0,18020
기타,1,1,3,115,일본,기타,애니메이션,12세이상관람가,류승룡,1,221,0,0,17977
기타,5,2,18,87,기타,기타,애니메이션,전체관람가,기타,,41,472,0,17956
기타,11,4,45,86,한국,기타,드라마,청소년관람불가,기타,0,262,656,0,17924
기타,9,3,39,106,미국,기타,액션,청소년관람불가,기타,0,395,0,0,17916
기타,9,3,38,116,일본,기타,드라마,12세이상관람가,기타,0,208,788,0,17875
기타,5,2,19,101,영국,기타,드라마,청소년관람불가,기타,0,96,0,0,17827
기타,7,3,27,109,일본,기타,드라마,15세이상관람가,기타,,45,265,1,17823
기타,6,2,25,103,한국,씨제이이앤엠(주),멜로,12세이상관람가,기타,0,54,0,0,17797
기타,5,2,20,136,덴마크,기타,드라마,15세이상관람가,기타,0,28,0,0,17766
기타,3,1,10,139,일본,기타,멜로,15세이상관람가,기타,0,47,1140,0,17695
기타,9,3,38,102,미국,기타,드라마,12세이상관람가,기타,0,23,349,0,17691
기타,11,4,46,73,러시아,기타,애니메이션,전체관람가,기타,,207,266,0,17674
기타,6,2,24,109,한국,씨너스엔터테인먼트(주),액션,15세이상관람가,기타,0,209,329,1,17631
기타,5,2,21,108,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,전체관람가,기타,0,57,284,0,17625
기타,1,1,3,122,프랑스,기타,드라마,15세이상관람가,기타,,9,0,0,17588
기타,10,4,42,137,영국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,기타,,132,411,0,17563
기타,1,1,3,123,한국,기타,공연,전체관람가,기타,,214,0,0,17563
기타,10,4,41,102,미국,판씨네마(주),미스터리,15세이상관람가,기타,,26,58,0,17543
기타,1,1,4,111,미국,기타,코미디,청소년관람불가,기타,,248,0,1,17539
기타,11,4,48,119,미국,기타,판타지,청소년관람불가,다니엘 래드클리프,0,437,1180,1,17535
기타,7,3,27,104,프랑스,기타,스릴러,15세이상관람가,기타,,20,0,0,17529
기타,7,3,28,73,기타,기타,애니메이션,전체관람가,기타,,4,14,0,17463
기타,2,1,5,96,한국,기타,다큐멘터리,12세이상관람가,기타,0,263,1327,0,17449
기타,3,1,12,86,한국,기타,멜로,청소년관람불가,기타,0,77,430,0,17444
기타,3,1,12,129,미국,기타,드라마,12세이상관람가,기타,,4,0,0,17423
기타,1,1,2,106,미국,씨네그루(주)키다리이엔티,드라마,15세이상관람가,기타,0,25,451,0,17410
기타,11,4,45,99,한국,기타,드라마,청소년관람불가,기타,0,213,0,0,17403
기타,6,2,24,116,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,기타,,54,419,0,17373
기타,1,1,4,102,미국,기타,드라마,15세이상관람가,기타,0,259,783,1,17372
조정래,5,2,19,108,한국,기타,드라마,12세이상관람가,기타,0,37,0,0,17362
기타,4,2,14,115,프랑스,기타,드라마,청소년관람불가,기타,0,72,0,0,17348
기타,12,4,49,107,영국,기타,멜로,15세이상관람가,기타,,166,555,1,17324
기타,7,3,30,115,일본,기타,드라마,전체관람가,기타,0,19,0,0,17322
기타,10,4,43,77,기타,기타,애니메이션,전체관람가,기타,,22,43,0,17305
기타,5,2,18,106,프랑스,기타,드라마,15세이상관람가,기타,0,0,0,0,17303
기타,3,1,11,88,중국,기타,애니메이션,전체관람가,기타,,8,32,0,17290
기타,2,1,9,108,일본,판씨네마(주),SF,15세이상관람가,기타,0,38,303,0,17287
기타,5,2,20,101,영국,기타,코미디,15세이상관람가,기타,,17,0,0,17257
기타,5,2,21,99,미국,기타,드라마,15세이상관람가,콜린 퍼스,,21,2,1,17252
기타,10,4,44,108,한국,기타,스릴러,청소년관람불가,기타,0,89,758,0,17190
기타,4,2,16,73,한국,기타,다큐멘터리,전체관람가,기타,0,16,0,0,17097
기타,6,2,24,60,일본,기타,애니메이션,전체관람가,기타,0,11,91,0,17018
기타,5,2,19,86,한국,기타,드라마,12세이상관람가,기타,0,30,446,0,17014
기타,10,4,43,139,캐나다,기타,판타지,15세이상관람가,기타,,825,0,0,16969
기타,3,1,12,96,영국,(주)인벤트스톤,스릴러,15세이상관람가,기타,,36,32,0,16936
기타,9,3,39,90,영국,기타,드라마,15세이상관람가,기타,0,10,108,0,16933
기타,4,2,15,102,미국,기타,드라마,15세이상관람가,엠마 왓슨,0,561,0,1,16912
기타,4,2,16,116,인도,(주)싸이더스,가족,전체관람가,기타,,22,0,0,16875
기타,11,4,46,98,한국,CGV아트하우스,액션,15세이상관람가,기타,0,81,0,0,16859
기타,2,1,9,88,한국,기타,공연,전체관람가,기타,,168,0,0,16844
기타,7,3,28,107,한국,(주)싸이더스,드라마,15세이상관람가,기타,0,260,0,0,16828
기타,6,2,24,81,독일,기타,애니메이션,전체관람가,기타,,6,10,0,16685
기타,1,1,3,60,일본,기타,애니메이션,전체관람가,기타,0,1084,1491,0,16655
기타,9,3,37,70,한국,기타,드라마,15세이상관람가,문소리,0,34,1128,0,16646
기타,7,3,29,98,한국,기타,멜로,15세이상관람가,기타,0,45,753,0,16626
기타,12,4,49,60,일본,기타,애니메이션,전체관람가,기타,0,155,330,0,16620
기타,1,1,2,110,한국,기타,다큐멘터리,12세이상관람가,기타,0,55,823,0,16577
기타,2,1,5,89,미국,기타,멜로,12세이상관람가,기타,,15,0,0,16566
기타,8,3,35,95,미국,기타,액션,15세이상관람가,기타,,593,430,1,16555
기타,9,3,37,76,중국,기타,애니메이션,전체관람가,기타,,52,75,0,16505
기타,4,2,15,104,일본,기타,멜로,12세이상관람가,기타,0,120,474,0,16467
기타,4,2,17,75,기타,기타,애니메이션,전체관람가,기타,,15,26,0,16447
기타,6,2,23,137,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,0,66,714,0,16439
기타,7,3,27,120,한국,기타,드라마,청소년관람불가,기타,0,91,1267,0,16385
기타,5,2,18,45,캐나다,씨제이이앤엠(주),다큐멘터리,전체관람가,레오나르도 디카프리오,,17,0,0,16369
임순례,11,4,44,110,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,기타,0,34,0,1,16356
기타,12,4,51,83,미국,기타,다큐멘터리,전체관람가,기타,0,5,52,0,16345
기타,11,4,48,82,프랑스,기타,애니메이션,전체관람가,기타,0,47,147,1,16340
