OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
9,3,37,98.0,영국,메가박스중앙(주)플러스엠,액션,15세이상관람가,0.0,253.0,478.0,0.0,15986
4,2,15,121.0,기타,씨네그루(주)키다리이엔티,드라마,전체관람가,,30.0,277.0,0.0,15974
3,1,9,94.0,기타,기타,애니메이션,전체관람가,,34.0,86.0,0.0,15968
6,2,23,60.0,일본,기타,애니메이션,전체관람가,0.0,0.0,16.0,0.0,15942
7,3,28,104.0,기타,기타,액션,12세이상관람가,1.0,396.0,724.0,0.0,15890
2,1,5,68.0,중국,기타,애니메이션,전체관람가,0.0,33.0,44.0,0.0,15885
9,3,36,101.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,15세이상관람가,,54.0,293.0,0.0,15867
6,2,26,83.0,중국,기타,애니메이션,전체관람가,,14.0,39.0,0.0,15846
10,4,42,68.0,일본,기타,애니메이션,15세이상관람가,,26.0,389.0,0.0,15800
8,3,31,151.0,스웨덴,기타,코미디,15세이상관람가,0.0,25.0,100.0,0.0,15720
10,4,44,92.0,덴마크,기타,액션,청소년관람불가,,60.0,409.0,0.0,15671
8,3,32,121.0,영국,기타,스릴러,청소년관람불가,0.0,38.0,228.0,1.0,15654
6,2,24,80.0,프랑스,기타,애니메이션,전체관람가,,13.0,0.0,0.0,15589
12,4,48,109.0,일본,기타,드라마,전체관람가,0.0,7.0,0.0,0.0,15576
9,3,38,103.0,미국,기타,범죄,15세이상관람가,,5.0,0.0,0.0,15539
2,1,8,82.0,기타,기타,드라마,15세이상관람가,0.0,71.0,199.0,0.0,15493
8,3,32,111.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,,5.0,0.0,0.0,15431
2,1,8,77.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,,98.0,0.0,0.0,15386
6,2,25,66.0,일본,기타,애니메이션,전체관람가,,14.0,131.0,0.0,15382
11,4,44,129.0,기타,기타,스릴러,15세이상관람가,0.0,421.0,1032.0,0.0,15319
4,2,18,85.0,프랑스,기타,애니메이션,전체관람가,,81.0,220.0,0.0,15315
6,2,24,92.0,독일,기타,판타지,전체관람가,,14.0,223.0,1.0,15276
7,3,28,101.0,영국,판씨네마(주),전쟁,12세이상관람가,0.0,143.0,365.0,0.0,15258
12,4,52,130.0,프랑스,기타,드라마,15세이상관람가,0.0,31.0,0.0,0.0,15252
10,4,40,105.0,미국,기타,드라마,청소년관람불가,,48.0,0.0,0.0,15241
10,4,41,148.0,스페인,필라멘트픽쳐스,드라마,청소년관람불가,,10.0,0.0,0.0,15213
11,4,46,62.0,영국,씨제이이앤엠(주),애니메이션,전체관람가,,17.0,189.0,0.0,15202
2,1,8,95.0,미국,기타,코미디,15세이상관람가,0.0,77.0,0.0,0.0,15147
3,1,10,70.0,일본,기타,애니메이션,12세이상관람가,0.0,72.0,66.0,0.0,15121
11,4,47,77.0,독일,기타,애니메이션,전체관람가,,17.0,96.0,0.0,15121
6,2,24,109.0,대만,기타,드라마,전체관람가,,158.0,0.0,0.0,15116
9,3,36,60.0,일본,기타,애니메이션,전체관람가,,106.0,218.0,0.0,15101
6,2,25,106.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,청소년관람불가,,51.0,0.0,0.0,15088
11,4,47,121.0,영국,기타,다큐멘터리,15세이상관람가,,89.0,862.0,0.0,15074
5,2,22,112.0,미국,기타,드라마,청소년관람불가,,36.0,0.0,0.0,15053
3,1,13,110.0,미국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,53.0,254.0,0.0,15050
9,3,39,67.0,일본,기타,애니메이션,전체관람가,,18.0,0.0,0.0,15050
7,3,29,93.0,미국,기타,드라마,15세이상관람가,0.0,42.0,282.0,0.0,15039
2,1,8,129.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,1.0,54.0,131.0,0.0,15023
2,1,8,132.0,일본,씨네그루(주)다우기술,드라마,전체관람가,,69.0,0.0,1.0,15017
1,1,1,93.0,스페인,기타,애니메이션,15세이상관람가,,4.0,0.0,0.0,15001
12,4,50,110.0,일본,기타,드라마,12세이상관람가,0.0,38.0,0.0,0.0,14983
11,4,48,119.0,미국,기타,드라마,15세이상관람가,0.0,60.0,339.0,0.0,14976
12,4,50,91.0,프랑스,기타,미스터리,청소년관람불가,0.0,19.0,439.0,0.0,14964
4,2,15,108.0,아일랜드,기타,멜로,15세이상관람가,0.0,47.0,378.0,1.0,14955
10,4,42,65.0,한국,기타,다큐멘터리,15세이상관람가,0.0,184.0,0.0,0.0,14954
4,2,17,117.0,일본,기타,가족,전체관람가,0.0,149.0,686.0,1.0,14925
9,3,37,100.0,한국,기타,가족,15세이상관람가,0.0,49.0,735.0,0.0,14916
3,1,11,88.0,중국,기타,애니메이션,전체관람가,,15.0,10.0,0.0,14857
11,4,45,121.0,한국,기타,드라마,15세이상관람가,0.0,33.0,195.0,0.0,14848
9,3,36,117.0,미국,기타,드라마,15세이상관람가,,85.0,318.0,0.0,14807
12,4,51,92.0,미국,기타,드라마,12세이상관람가,,12.0,0.0,0.0,14790
2,1,5,103.0,중국,기타,코미디,15세이상관람가,0.0,543.0,1297.0,0.0,14767
3,1,11,81.0,기타,기타,애니메이션,전체관람가,,14.0,2.0,0.0,14746
1,1,4,95.0,미국,기타,범죄,청소년관람불가,,49.0,0.0,0.0,14744
8,3,31,124.0,이탈리아,기타,멜로,청소년관람불가,0.0,32.0,316.0,0.0,14711
7,3,29,120.0,미국,기타,멜로,15세이상관람가,,14.0,96.0,0.0,14697
10,4,41,118.0,미국,기타,드라마,청소년관람불가,,47.0,0.0,0.0,14696
4,2,16,109.0,캐나다,기타,액션,12세이상관람가,0.0,144.0,1098.0,0.0,14687
11,4,48,84.0,한국,기타,다큐멘터리,전체관람가,0.0,40.0,0.0,0.0,14665
9,3,38,96.0,독일,기타,애니메이션,전체관람가,0.0,10.0,100.0,0.0,14557
6,2,24,99.0,캐나다,기타,미스터리,15세이상관람가,,13.0,422.0,0.0,14488
4,2,16,74.0,한국,기타,드라마,청소년관람불가,0.0,138.0,0.0,0.0,14461
8,3,32,96.0,프랑스,기타,드라마,청소년관람불가,0.0,26.0,542.0,1.0,14436
11,4,48,89.0,미국,기타,코미디,15세이상관람가,,124.0,0.0,0.0,14426
10,4,41,101.0,한국,기타,드라마,15세이상관람가,0.0,43.0,636.0,0.0,14423
3,1,9,87.0,한국,오퍼스픽쳐스(유),미스터리,15세이상관람가,0.0,507.0,1271.0,0.0,14386
12,4,50,106.0,미국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,,101.0,347.0,0.0,14343
10,4,40,89.0,프랑스,기타,드라마,15세이상관람가,0.0,83.0,132.0,1.0,14336
1,1,4,86.0,일본,기타,애니메이션,전체관람가,,70.0,0.0,1.0,14329
3,1,11,109.0,대만,씨너스엔터테인먼트(주),드라마,전체관람가,,254.0,0.0,0.0,14323
9,3,35,83.0,한국,기타,다큐멘터리,전체관람가,,16.0,128.0,0.0,14289
6,2,25,91.0,인도,기타,애니메이션,전체관람가,,12.0,27.0,0.0,14261
4,2,14,112.0,미국,기타,드라마,15세이상관람가,0.0,50.0,733.0,0.0,14241
3,1,12,84.0,중국,기타,애니메이션,전체관람가,,105.0,139.0,0.0,14236
5,2,22,98.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,0.0,40.0,650.0,0.0,14226
8,3,35,101.0,한국,씨너스엔터테인먼트(주),코미디,청소년관람불가,0.0,265.0,0.0,0.0,14188
3,1,13,90.0,미국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,청소년관람불가,0.0,36.0,241.0,0.0,14153
3,1,13,99.0,미국,기타,드라마,15세이상관람가,,13.0,78.0,0.0,14134
2,1,6,96.0,일본,기타,애니메이션,전체관람가,,340.0,0.0,0.0,14064
7,3,28,106.0,미국,판씨네마(주),범죄,청소년관람불가,0.0,27.0,203.0,1.0,14063
2,1,5,105.0,대만,기타,사극,12세이상관람가,0.0,126.0,543.0,0.0,13938
6,2,26,111.0,영국,기타,드라마,12세이상관람가,,52.0,482.0,0.0,13912
2,1,6,90.0,미국,기타,스릴러,청소년관람불가,,223.0,0.0,0.0,13853
3,1,12,128.0,일본,기타,멜로,12세이상관람가,0.0,618.0,3598.0,0.0,13836
8,3,33,94.0,한국,기타,다큐멘터리,15세이상관람가,0.0,18.0,356.0,0.0,13827
7,3,30,120.0,미국,기타,코미디,청소년관람불가,0.0,146.0,0.0,1.0,13809
7,3,27,61.0,일본,기타,애니메이션,전체관람가,,11.0,123.0,0.0,13802
1,1,4,149.0,영국,기타,드라마,청소년관람불가,0.0,7.0,197.0,0.0,13792
5,2,21,107.0,중국,기타,드라마,15세이상관람가,0.0,40.0,535.0,0.0,13791
12,4,49,100.0,미국,기타,스릴러,15세이상관람가,,91.0,0.0,0.0,13747
11,4,47,73.0,중국,기타,애니메이션,전체관람가,,1.0,11.0,0.0,13710
6,2,24,101.0,일본,기타,다큐멘터리,전체관람가,,7.0,149.0,0.0,13709
3,1,11,162.0,독일,기타,드라마,청소년관람불가,0.0,45.0,261.0,0.0,13677
2,1,6,110.0,영국,기타,드라마,12세이상관람가,,20.0,194.0,0.0,13580
12,4,50,108.0,독일,기타,드라마,15세이상관람가,,2.0,0.0,0.0,13557
7,3,28,106.0,독일,기타,드라마,15세이상관람가,,,,,13533
5,2,20,95.0,영국,기타,코미디,12세이상관람가,0.0,100.0,610.0,0.0,13529
3,1,13,112.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,15세이상관람가,1.0,326.0,0.0,0.0,13520
9,3,39,112.0,기타,기타,코미디,12세이상관람가,0.0,238.0,622.0,0.0,13484
12,4,48,93.0,한국,씨너스엔터테인먼트(주),다큐멘터리,12세이상관람가,0.0,23.0,0.0,0.0,13478
10,4,43,88.0,중국,기타,드라마,전체관람가,,65.0,423.0,0.0,13477
1,1,4,31.0,일본,기타,애니메이션,전체관람가,,73.0,0.0,0.0,13475
5,2,20,104.0,한국,기타,드라마,15세이상관람가,0.0,123.0,481.0,0.0,13424
6,2,25,115.0,미국,메가박스중앙(주)플러스엠,드라마,15세이상관람가,0.0,23.0,539.0,1.0,13399
7,3,27,106.0,프랑스,기타,코미디,12세이상관람가,,81.0,192.0,0.0,13373
2,1,8,128.0,미국,기타,드라마,15세이상관람가,0.0,25.0,0.0,0.0,13372
10,4,42,178.0,중국,판씨네마(주),드라마,12세이상관람가,0.0,19.0,652.0,0.0,13371
6,2,23,109.0,한국,씨제이엔터테인먼트,공포,15세이상관람가,,23.0,0.0,0.0,13319
11,4,48,61.0,영국,기타,애니메이션,전체관람가,,156.0,265.0,0.0,13314
9,3,39,106.0,홍콩,기타,액션,청소년관람불가,,5.0,0.0,0.0,13307
9,3,35,103.0,독일,기타,드라마,청소년관람불가,,20.0,0.0,0.0,13283
6,2,25,91.0,프랑스,기타,드라마,15세이상관람가,,24.0,0.0,0.0,13267
11,4,47,102.0,한국,필라멘트픽쳐스,드라마,청소년관람불가,0.0,68.0,754.0,0.0,13234
4,2,15,104.0,인도,기타,멜로,12세이상관람가,,70.0,295.0,0.0,13213
11,4,45,106.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,0.0,57.0,0.0,0.0,13196
7,3,30,78.0,한국,씨제이이앤엠(주),애니메이션,12세이상관람가,0.0,50.0,0.0,0.0,13194
9,3,37,96.0,한국,기타,드라마,15세이상관람가,1.0,73.0,1736.0,0.0,13193
12,4,49,95.0,한국,기타,드라마,12세이상관람가,0.0,73.0,841.0,0.0,13130
1,1,5,116.0,미국,기타,드라마,15세이상관람가,0.0,32.0,244.0,0.0,13130
7,3,27,97.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,446.0,0.0,0.0,13118
2,1,6,105.0,프랑스,기타,드라마,15세이상관람가,0.0,33.0,511.0,0.0,13113
12,4,52,120.0,스페인,기타,드라마,청소년관람불가,,21.0,0.0,1.0,13090
3,1,11,119.0,일본,기타,드라마,12세이상관람가,0.0,23.0,117.0,0.0,13058
9,3,36,132.0,프랑스,씨제이이앤엠(주),드라마,15세이상관람가,,5.0,0.0,0.0,13051
4,2,17,120.0,영국,기타,코미디,15세이상관람가,0.0,90.0,403.0,0.0,13035
10,4,42,113.0,중국,기타,멜로,15세이상관람가,,26.0,309.0,0.0,12990
5,2,21,111.0,프랑스,판씨네마(주),멜로,15세이상관람가,,39.0,0.0,0.0,12983
10,4,41,88.0,한국,기타,애니메이션,전체관람가,,230.0,272.0,0.0,12943
6,2,23,104.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,45.0,439.0,0.0,12901
3,1,13,82.0,중국,기타,애니메이션,전체관람가,0.0,74.0,45.0,0.0,12876
1,1,2,88.0,미국,기타,드라마,12세이상관람가,,26.0,0.0,0.0,12866
10,4,42,96.0,영국,기타,뮤지컬,15세이상관람가,,50.0,282.0,0.0,12859
4,2,17,114.0,일본,기타,멜로,12세이상관람가,,17.0,0.0,0.0,12845
4,2,14,125.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),코미디,12세이상관람가,,23.0,116.0,0.0,12831
10,4,42,102.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,,454.0,0.0,1.0,12827
7,3,29,97.0,기타,CGV아트하우스,드라마,청소년관람불가,,11.0,0.0,0.0,12806
3,1,9,88.0,미국,CGV아트하우스,다큐멘터리,12세이상관람가,0.0,16.0,1105.0,0.0,12804
9,3,36,140.0,미국,기타,드라마,15세이상관람가,,52.0,198.0,0.0,12784
9,3,39,87.0,한국,기타,다큐멘터리,12세이상관람가,0.0,51.0,0.0,0.0,12767
3,1,13,98.0,영국,기타,코미디,12세이상관람가,,255.0,0.0,0.0,12717
7,3,28,104.0,미국,기타,범죄,15세이상관람가,0.0,57.0,178.0,0.0,12713
2,1,7,79.0,한국,기타,코미디,전체관람가,0.0,185.0,0.0,0.0,12696
3,1,11,95.0,일본,기타,공포,15세이상관람가,,69.0,10.0,0.0,12696
4,2,16,88.0,한국,기타,드라마,12세이상관람가,0.0,856.0,513.0,1.0,12694
9,3,38,120.0,미국,기타,코미디,청소년관람불가,,17.0,0.0,0.0,12685
11,4,48,81.0,일본,기타,애니메이션,전체관람가,,151.0,0.0,0.0,12635
6,2,23,82.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,,72.0,0.0,0.0,12631
4,2,15,111.0,미국,기타,드라마,전체관람가,,14.0,0.0,0.0,12572
4,2,14,108.0,미국,기타,범죄,15세이상관람가,,30.0,0.0,0.0,12557
9,3,37,109.0,한국,CGV아트하우스,드라마,15세이상관람가,0.0,25.0,392.0,0.0,12547
6,2,26,108.0,캐나다,기타,드라마,청소년관람불가,,47.0,0.0,1.0,12545
12,4,50,80.0,기타,기타,애니메이션,전체관람가,,47.0,189.0,0.0,12542
6,2,25,99.0,한국,기타,드라마,전체관람가,0.0,43.0,0.0,0.0,12536
11,4,48,90.0,일본,기타,드라마,전체관람가,,40.0,0.0,0.0,12491
8,3,35,103.0,미국,(주)제이앤씨미디어그룹,코미디,청소년관람불가,0.0,114.0,175.0,0.0,12487
6,2,24,95.0,미국,기타,액션,청소년관람불가,0.0,24.0,381.0,0.0,12465
5,2,21,107.0,프랑스,기타,드라마,15세이상관람가,,3.0,0.0,0.0,12462
1,1,4,82.0,일본,기타,애니메이션,전체관람가,,159.0,0.0,0.0,12460
8,3,34,119.0,프랑스,기타,드라마,청소년관람불가,,2.0,0.0,0.0,12439
6,2,25,93.0,프랑스,판씨네마(주),드라마,15세이상관람가,,6.0,65.0,0.0,12433
8,3,35,48.0,한국,기타,애니메이션,전체관람가,0.0,106.0,538.0,0.0,12425
12,4,51,98.0,프랑스,기타,멜로,15세이상관람가,0.0,37.0,794.0,0.0,12377
4,2,14,116.0,일본,씨제이엔터테인먼트,드라마,청소년관람불가,0.0,91.0,0.0,0.0,12371
7,3,26,142.0,독일,기타,드라마,15세이상관람가,0.0,10.0,0.0,0.0,12367
6,2,22,70.0,한국,기타,다큐멘터리,12세이상관람가,0.0,125.0,0.0,0.0,12311
3,1,12,130.0,일본,씨제이엔터테인먼트,드라마,15세이상관람가,,15.0,0.0,1.0,12260
11,4,48,84.0,프랑스,기타,애니메이션,전체관람가,,49.0,0.0,0.0,12249
1,1,5,101.0,한국,기타,멜로,청소년관람불가,0.0,124.0,1405.0,0.0,12203
11,4,48,113.0,홍콩,기타,코미디,15세이상관람가,1.0,155.0,326.0,0.0,12135
12,4,50,92.0,한국,기타,스릴러,청소년관람불가,0.0,61.0,2224.0,0.0,12103
10,4,43,108.0,한국,기타,멜로,청소년관람불가,0.0,43.0,0.0,0.0,12082
2,1,7,111.0,프랑스,기타,드라마,청소년관람불가,,31.0,0.0,0.0,12056
10,4,42,61.0,영국,기타,애니메이션,전체관람가,,19.0,0.0,0.0,12054
8,3,32,111.0,프랑스,기타,드라마,12세이상관람가,,12.0,0.0,1.0,12049
3,1,13,107.0,중국,기타,액션,12세이상관람가,1.0,117.0,2434.0,0.0,12048
11,4,46,76.0,한국,기타,다큐멘터리,전체관람가,0.0,179.0,0.0,0.0,12033
10,4,42,92.0,미국,기타,다큐멘터리,전체관람가,0.0,13.0,243.0,0.0,12032
2,1,9,94.0,일본,기타,애니메이션,전체관람가,,11.0,59.0,0.0,12031
5,2,19,97.0,미국,기타,드라마,청소년관람불가,0.0,371.0,221.0,0.0,12031
4,2,14,100.0,덴마크,(주)싸이더스,드라마,15세이상관람가,0.0,94.0,267.0,0.0,12026
11,4,45,96.0,한국,기타,다큐멘터리,전체관람가,0.0,33.0,312.0,0.0,11999
1,1,3,95.0,미국,이십세기폭스코리아(주),드라마,청소년관람불가,,8.0,0.0,0.0,11974
11,4,46,100.0,한국,기타,멜로,15세이상관람가,0.0,31.0,0.0,0.0,11969
12,4,51,91.0,미국,기타,드라마,15세이상관람가,,20.0,0.0,0.0,11939
6,2,26,89.0,미국,기타,멜로,전체관람가,,77.0,52.0,0.0,11909
12,4,50,98.0,미국,기타,드라마,12세이상관람가,,6.0,61.0,0.0,11887
10,4,43,84.0,한국,기타,다큐멘터리,전체관람가,0.0,14.0,341.0,0.0,11887
10,4,41,124.0,기타,기타,드라마,12세이상관람가,0.0,3.0,0.0,0.0,11879
5,2,21,108.0,독일,기타,드라마,15세이상관람가,,2.0,78.0,0.0,11876
2,1,9,86.0,일본,기타,애니메이션,전체관람가,,849.0,0.0,0.0,11830
1,1,3,100.0,미국,씨제이엔터테인먼트,스릴러,청소년관람불가,0.0,12.0,0.0,0.0,11823
8,3,32,97.0,프랑스,기타,드라마,12세이상관람가,,5.0,0.0,0.0,11808
3,1,10,81.0,호주,기타,애니메이션,전체관람가,,10.0,0.0,0.0,11802
11,4,45,93.0,한국,메가박스중앙(주)플러스엠,가족,청소년관람불가,0.0,84.0,1766.0,0.0,11785
4,2,15,106.0,일본,기타,드라마,12세이상관람가,,26.0,454.0,1.0,11782
1,1,2,90.0,일본,기타,애니메이션,전체관람가,,49.0,1210.0,0.0,11777
1,1,2,89.0,미국,기타,코미디,청소년관람불가,0.0,262.0,0.0,0.0,11774
5,2,22,102.0,프랑스,기타,드라마,15세이상관람가,,8.0,99.0,0.0,11743
12,4,50,60.0,한국,기타,애니메이션,전체관람가,,89.0,235.0,0.0,11735
12,4,49,98.0,영국,기타,드라마,15세이상관람가,,38.0,0.0,0.0,11728
1,1,4,43.0,영국,기타,애니메이션,전체관람가,0.0,18.0,164.0,0.0,11703
3,1,12,75.0,한국,기타,다큐멘터리,12세이상관람가,,22.0,0.0,0.0,11666
5,2,21,96.0,미국,기타,판타지,15세이상관람가,0.0,20.0,639.0,0.0,11662
11,4,47,108.0,한국,기타,드라마,15세이상관람가,0.0,160.0,0.0,0.0,11655
4,2,16,95.0,한국,기타,공포,청소년관람불가,0.0,52.0,372.0,0.0,11650
11,4,46,97.0,미국,기타,드라마,12세이상관람가,,25.0,213.0,0.0,11628
1,1,2,112.0,영국,판씨네마(주),드라마,청소년관람불가,,10.0,0.0,0.0,11613
5,2,20,107.0,영국,기타,코미디,15세이상관람가,,7.0,70.0,0.0,11596
10,4,40,89.0,기타,(주)제이앤씨미디어그룹,드라마,15세이상관람가,,235.0,414.0,0.0,11568
10,4,41,126.0,미국,기타,드라마,12세이상관람가,,46.0,409.0,1.0,11557
5,2,19,74.0,핀란드,기타,드라마,12세이상관람가,,4.0,0.0,0.0,11546
10,4,41,109.0,영국,기타,드라마,12세이상관람가,0.0,13.0,192.0,0.0,11545
10,4,42,107.0,미국,기타,드라마,15세이상관람가,0.0,9.0,201.0,0.0,11526
9,3,37,88.0,스페인,기타,공포,청소년관람불가,,173.0,78.0,0.0,11517
2,1,6,95.0,한국,기타,공포,15세이상관람가,0.0,57.0,673.0,0.0,11484
7,3,31,67.0,기타,기타,애니메이션,전체관람가,,65.0,0.0,0.0,11469
6,2,26,95.0,미국,기타,멜로,15세이상관람가,,12.0,48.0,0.0,11424
8,3,32,79.0,한국,기타,다큐멘터리,전체관람가,0.0,9.0,0.0,0.0,11418
7,3,27,98.0,홍콩,기타,코미디,12세이상관람가,,434.0,0.0,0.0,11414
6,2,26,114.0,일본,기타,드라마,전체관람가,,8.0,0.0,0.0,11403
3,1,10,98.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,,168.0,0.0,0.0,11402
11,4,45,62.0,영국,기타,애니메이션,전체관람가,,0.0,18.0,0.0,11364
2,1,8,152.0,덴마크,기타,드라마,청소년관람불가,0.0,67.0,179.0,0.0,11331
11,4,47,118.0,홍콩,기타,드라마,전체관람가,,66.0,0.0,0.0,11316
3,1,13,115.0,프랑스,기타,드라마,15세이상관람가,0.0,116.0,458.0,0.0,11314
5,2,20,83.0,일본,기타,애니메이션,15세이상관람가,,14.0,103.0,0.0,11302
6,2,24,89.0,미국,기타,범죄,청소년관람불가,,10.0,78.0,0.0,11287
8,3,33,85.0,한국,기타,다큐멘터리,전체관람가,,47.0,291.0,0.0,11263
12,4,48,85.0,일본,기타,애니메이션,전체관람가,,59.0,0.0,0.0,11221
1,1,4,106.0,한국,기타,다큐멘터리,15세이상관람가,0.0,33.0,209.0,0.0,11198
8,3,32,100.0,미국,기타,드라마,청소년관람불가,,43.0,282.0,0.0,11164
10,4,42,104.0,일본,기타,애니메이션,전체관람가,,80.0,0.0,1.0,11162
2,1,9,96.0,일본,기타,애니메이션,전체관람가,,31.0,0.0,0.0,11161
5,2,20,119.0,중국,기타,액션,12세이상관람가,1.0,140.0,370.0,0.0,11156
10,4,43,108.0,기타,기타,드라마,15세이상관람가,0.0,81.0,385.0,0.0,11143
6,2,25,97.0,기타,기타,드라마,전체관람가,,16.0,270.0,0.0,11135
10,4,40,90.0,미국,기타,스릴러,청소년관람불가,,4.0,0.0,0.0,11130
8,3,34,125.0,일본,기타,드라마,12세이상관람가,,47.0,0.0,1.0,11090
4,2,15,127.0,한국,기타,드라마,15세이상관람가,0.0,38.0,0.0,0.0,11085
2,1,5,80.0,덴마크,기타,애니메이션,전체관람가,,34.0,0.0,0.0,11061
8,3,33,88.0,미국,기타,드라마,15세이상관람가,0.0,26.0,309.0,0.0,11048
12,4,51,112.0,미국,기타,공포,15세이상관람가,0.0,4.0,34.0,0.0,11038
1,1,2,65.0,이탈리아,기타,다큐멘터리,전체관람가,,90.0,242.0,0.0,11027
11,4,48,115.0,기타,기타,드라마,청소년관람불가,0.0,60.0,238.0,0.0,11015
12,4,52,108.0,프랑스,기타,스릴러,청소년관람불가,0.0,50.0,250.0,0.0,11014
12,4,49,109.0,미국,(주)인벤트스톤,범죄,청소년관람불가,,30.0,0.0,0.0,10985
9,3,37,95.0,일본,기타,애니메이션,전체관람가,0.0,1.0,0.0,0.0,10965
9,3,35,114.0,프랑스,기타,코미디,청소년관람불가,,67.0,183.0,0.0,10960
3,1,13,73.0,한국,기타,다큐멘터리,전체관람가,0.0,11.0,0.0,0.0,10942
8,3,35,117.0,중국,기타,판타지,15세이상관람가,,101.0,162.0,0.0,10922
10,4,40,86.0,중국,기타,애니메이션,전체관람가,,14.0,27.0,0.0,10912
6,2,23,88.0,미국,기타,다큐멘터리,15세이상관람가,,1.0,102.0,0.0,10907
11,4,45,104.0,미국,기타,드라마,전체관람가,,128.0,0.0,0.0,10895
11,4,47,94.0,한국,기타,다큐멘터리,전체관람가,,76.0,458.0,0.0,10887
3,1,10,83.0,일본,기타,애니메이션,전체관람가,,31.0,192.0,0.0,10881
9,3,38,98.0,한국,기타,코미디,12세이상관람가,0.0,47.0,1041.0,0.0,10854
5,2,22,90.0,미국,기타,드라마,15세이상관람가,,303.0,707.0,0.0,10850
2,1,7,108.0,한국,기타,드라마,15세이상관람가,0.0,12.0,0.0,0.0,10843
3,1,13,105.0,미국,기타,범죄,청소년관람불가,,51.0,42.0,0.0,10842
8,3,31,120.0,미국,CGV아트하우스,드라마,12세이상관람가,,6.0,0.0,0.0,10823
11,4,48,99.0,일본,기타,애니메이션,15세이상관람가,,17.0,207.0,0.0,10806
3,1,12,116.0,프랑스,기타,드라마,15세이상관람가,,11.0,69.0,0.0,10791
11,4,47,102.0,프랑스,기타,액션,15세이상관람가,,16.0,77.0,0.0,10768
1,1,1,116.0,덴마크,기타,드라마,15세이상관람가,,32.0,0.0,0.0,10761
1,1,4,87.0,캐나다,기타,공포,청소년관람불가,,46.0,107.0,0.0,10744
2,1,9,98.0,프랑스,기타,드라마,15세이상관람가,,10.0,138.0,0.0,10737
9,3,37,114.0,한국,메가박스중앙(주)플러스엠,액션,15세이상관람가,,233.0,479.0,0.0,10710
2,1,8,63.0,일본,기타,애니메이션,전체관람가,,179.0,208.0,0.0,10681
3,1,12,113.0,중국,씨네그루(주)키다리이엔티,액션,15세이상관람가,,85.0,170.0,0.0,10659
2,1,6,93.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,12세이상관람가,,129.0,0.0,0.0,10654
8,3,35,123.0,한국,CGV아트하우스,드라마,12세이상관람가,0.0,27.0,202.0,0.0,10652
7,3,30,107.0,기타,기타,코미디,15세이상관람가,0.0,272.0,1315.0,0.0,10646
6,2,26,102.0,한국,기타,다큐멘터리,전체관람가,0.0,31.0,1251.0,0.0,10639
5,2,21,91.0,한국,기타,코미디,15세이상관람가,0.0,128.0,0.0,0.0,10618
5,2,20,91.0,미국,기타,드라마,청소년관람불가,,3.0,0.0,0.0,10615
9,3,37,63.0,한국,기타,애니메이션,전체관람가,,14.0,105.0,0.0,10612
5,2,20,94.0,한국,기타,다큐멘터리,12세이상관람가,0.0,221.0,240.0,0.0,10610
8,3,35,124.0,일본,기타,애니메이션,15세이상관람가,,4.0,14.0,0.0,10574
8,3,34,97.0,중국,기타,애니메이션,전체관람가,,17.0,70.0,0.0,10566
12,4,49,93.0,핀란드,기타,드라마,전체관람가,,3.0,0.0,0.0,10560
5,2,20,120.0,일본,기타,드라마,12세이상관람가,1.0,34.0,455.0,0.0,10557
8,3,32,94.0,미국,기타,공포,청소년관람불가,,377.0,573.0,0.0,10555
4,2,15,101.0,한국,기타,다큐멘터리,12세이상관람가,,272.0,235.0,0.0,10516
3,1,10,91.0,일본,기타,범죄,청소년관람불가,0.0,3.0,0.0,0.0,10502
9,3,38,105.0,스페인,기타,드라마,15세이상관람가,,224.0,319.0,0.0,10488
12,4,51,120.0,미국,기타,드라마,15세이상관람가,,9.0,118.0,0.0,10487
3,1,11,92.0,중국,기타,애니메이션,전체관람가,,36.0,80.0,0.0,10483
5,2,19,123.0,기타,기타,드라마,15세이상관람가,0.0,35.0,170.0,0.0,10436
